case_id;timestamp;activity
911938;2015-07-20 19:10:35.133000000;inschrijven
911938;2015-07-20 19:10:40.030000000;WDO211559
911938;2015-07-20 19:10:49.737000000;inschrijven
911938;2015-07-20 19:11:07.640000000;inschrijven
911938;2015-07-20 19:11:21.443000000;inschrijven
911938;2015-07-20 19:12:06.660000000;inschrijven
911938;2015-07-20 19:13:00.087000000;inschrijven
911938;2015-07-20 19:14:13.187000000;inschrijven
911938;2015-07-20 19:14:42.497000000;inschrijven
911938;2015-07-20 19:15:07.970000000;inschrijven
911938;2015-07-20 19:15:37.053000000;inschrijven
911938;2015-07-20 19:16:11.297000000;inschrijven
1160584;2015-08-24 20:16:05.810000000;inschrijven
1160584;2015-08-24 20:18:08.417000000;taken
1160584;2015-08-24 20:18:13.997000000;taken
1160584;2015-08-24 20:18:29.360000000;taken
1160584;2015-08-24 20:18:45.587000000;mijn_sollicitaties
1160584;2015-08-24 20:19:22.933000000;wijziging_doorgeven
1160584;2015-08-24 20:19:31.320000000;mijn_cv
1160584;2015-08-24 20:19:43.730000000;mijn_berichten
1160584;2015-08-24 20:19:51.817000000;mijn_berichten
1160584;2015-08-24 20:21:07.167000000;wdo212395
1160584;2015-08-24 20:22:46.537000000;wdo212395
1160584;2015-08-24 20:23:04.133000000;home
2107859;2015-08-11 08:59:26.643000000;inschrijven
2107859;2015-08-11 08:59:57.883000000;mijn_werkmap
2107859;2015-08-11 09:00:33.580000000;mijn_werkmap
2107859;2015-08-11 09:00:54.113000000;mijn_werkmap
2107859;2015-08-11 09:01:02.553000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:01:07.793000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:01:13.280000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:01:29.623000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:01:36.970000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:01:48.347000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:01:50.917000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:01:56.503000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:02:00.367000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:02:02.730000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:02:05.653000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:02:07.903000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:02:10.257000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:02:12.543000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:02:15.520000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:02:19.460000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:02:23.920000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:02:27.070000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:02:30.677000000;taken
2107859;2015-08-11 09:02:52.703000000;mijn_rechten_en_plichten
2107859;2015-08-11 09:05:54.940000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:06:27.313000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:06:48.780000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:06:50.533000000;vacatures_bij_mijn_cv
2107859;2015-08-11 09:07:21.973000000;gegevens
2107859;2015-08-11 09:07:53.667000000;gegevens
2107859;2015-08-11 09:08:56.490000000;gegevens
2804879;2015-09-14 10:28:18.157000000;inschrijven
2804879;2015-09-14 10:28:56.407000000;mijn_werkmap
2804879;2015-09-14 10:29:26.620000000;mijn_werkmap
2804879;2015-09-14 10:29:31.603000000;mijn_werkmap
2804879;2015-09-14 10:29:38.007000000;taken
2804879;2015-09-14 10:29:46.390000000;home
2888121;2015-10-30 12:50:43.857000000;inschrijven
2888121;2015-10-30 12:50:47.357000000;WDO211559
2888121;2015-10-30 12:51:08.727000000;mijn_cv
2888121;2015-10-30 12:51:20.567000000;mijn_cv
2888121;2015-10-30 12:51:28.670000000;mijn_cv
2888121;2015-10-30 12:53:27.917000000;mijn_cv
2888121;2015-10-30 12:54:27.053000000;mijn_cv
2888121;2015-10-30 12:54:35.170000000;mijn_cv
2888121;2015-10-30 12:54:37.957000000;mijn_cv
2888121;2015-10-30 12:54:46.637000000;mijn_cv
2888121;2015-10-30 12:57:03.700000000;mijn_cv
2888121;2015-10-30 12:57:10.550000000;mijn_cv
2888121;2015-10-30 12:57:13.650000000;mijn_cv
2888121;2015-10-30 12:57:15.580000000;mijn_cv
2888121;2015-10-30 12:57:18.103000000;mijn_cv
2888121;2015-10-30 12:57:20.167000000;mijn_cv
2888121;2015-10-30 12:57:34.847000000;home
2888121;2015-10-30 12:57:44.430000000;werkmap
2888121;2015-10-30 12:57:49.460000000;mijn_cv
2888121;2015-10-30 12:58:12.140000000;mijn_cv
2888121;2015-10-30 12:58:20.200000000;mijn_cv
2888121;2015-10-30 12:58:47.807000000;mijn_cv
2888121;2015-10-30 12:58:51.930000000;mijn_cv
2888121;2015-10-30 12:59:20.623000000;mijn_cv
2888121;2015-10-30 13:03:05.227000000;email_uw_vraag
2888121;2015-10-30 13:06:31.933000000;email_uw_vraag
2888121;2015-10-30 13:14:21.497000000;home
2888121;2015-10-30 13:21:33.177000000;home
2931764;2015-09-28 19:48:41.453000000;inschrijven
2931764;2015-09-28 19:48:44.767000000;WDO211559
2931764;2015-09-28 19:48:59.540000000;vacatures_zoeken
2931764;2015-09-28 19:49:31.907000000;vacatures_zoeken
2931764;2015-09-28 19:49:58.330000000;vacatures_zoeken
2931764;2015-09-28 19:52:22.630000000;vacatures_zoeken
2931764;2015-09-28 19:52:48.920000000;vacatures_zoeken
2931764;2015-09-28 19:53:16.043000000;home
2931764;2015-09-28 19:53:26.190000000;vacatures
2931764;2015-09-28 19:53:34.300000000;zoekBeroep
2931764;2015-09-28 19:53:35.897000000;zoekBeroep
2931764;2015-09-28 19:53:39.477000000;zoekAantalIndicatief
2931764;2015-09-28 19:53:49.020000000;zoekAantalIndicatief
2931764;2015-09-28 19:53:50.183000000;vacatures
2931764;2015-09-28 19:54:38.173000000;vacatures
2931764;2015-09-28 19:55:21.587000000;home
3366158;2015-09-14 11:31:29.237000000;inschrijven
3366158;2015-09-14 11:31:46.253000000;taken
3366158;2015-09-14 11:31:55.017000000;taken
3366158;2015-09-14 11:32:49.683000000;taken
3366158;2015-09-14 11:32:56.397000000;home
3443797;2015-07-21 08:38:40.347000000;inschrijven
3443797;2015-07-21 08:39:45.150000000;taken
3443797;2015-07-21 08:40:03.890000000;mijn_sollicitaties
3443797;2015-07-21 08:40:10.073000000;wijziging_doorgeven
3443797;2015-07-21 08:40:21.033000000;mijn_cv
3443797;2015-07-21 08:40:28.283000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:40:42.397000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:40:46.490000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:40:49.817000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:40:53.290000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:40:55.693000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:41:04.280000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:41:54.003000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:00.363000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:07.110000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:09.143000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:12.987000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:14.887000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:17.940000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:20.597000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:23.333000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:25.497000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:28.600000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:30.697000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:34.507000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:38.473000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:41.447000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:43.970000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:46.670000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:48.857000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:51.337000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:42:54.647000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:43:01.560000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:43:03.633000000;vacatures_bij_mijn_cv
3443797;2015-07-21 08:43:13.550000000;mijn_bewijs_van_inschrijving
4066093;2015-10-11 10:51:12.890000000;inschrijven
4066093;2015-10-11 10:51:35.407000000;mijn_cv
4066093;2015-10-11 10:53:09.020000000;wdo212395
4066093;2015-10-11 10:53:13.070000000;aanvragen-ww
4066093;2015-10-11 10:53:16.950000000;aanvragen-ww
4066093;2015-10-11 10:53:24.540000000;aanvragen-ww
4066093;2015-10-11 10:53:28.200000000;aanvragen-ww
4066093;2015-10-11 10:54:02.357000000;aanvragen-ww
4066093;2015-10-11 10:54:04.783000000;aanvragen-ww
4066093;2015-10-11 10:54:16.647000000;aanvragen-ww
4066093;2015-10-11 10:54:19.750000000;aanvragen-ww
4066093;2015-10-11 10:54:45.713000000;aanvragen-ww
4066093;2015-10-11 10:54:47.960000000;aanvragen-ww
4066093;2015-10-11 10:54:50.933000000;aanvragen-ww
4066093;2015-10-11 10:54:52.690000000;aanvragen-ww
4066093;2015-10-11 10:54:57.177000000;aanvragen-ww
4066093;2015-10-11 10:55:02.093000000;aanvragen-ww
4066093;2015-10-11 10:55:12.537000000;aanvragen-ww
4066093;2015-10-11 10:55:48.877000000;aanvragen-ww
4066093;2015-10-11 10:55:58.623000000;aanvragen-ww
4066093;2015-10-11 10:56:00.997000000;aanvragen-ww
4066093;2015-10-11 10:56:12.630000000;aanvragen-ww
4066093;2015-10-11 10:56:15.277000000;aanvragen-ww
4066093;2015-10-11 10:56:19.053000000;aanvragen-ww
4066093;2015-10-11 10:56:24.617000000;aanvragen-ww
4066093;2015-10-11 10:56:43.183000000;aanvragen-ww
4066093;2015-10-11 10:56:46.157000000;aanvragen-ww
4066093;2015-10-11 10:56:50.647000000;aanvragen-ww
4066093;2015-10-11 10:56:53.207000000;aanvragen-ww
4066093;2015-10-11 10:56:57.587000000;aanvragen-ww
4066093;2015-10-11 10:57:00.867000000;aanvragen-ww
4066093;2015-10-11 10:57:08.567000000;aanvragen-ww
4066093;2015-10-11 10:58:50.097000000;aanvragen-ww
4066093;2015-10-11 10:58:52.063000000;aanvragen-ww
4066093;2015-10-11 10:58:53.860000000;aanvragen-ww
4066093;2015-10-11 10:58:57.113000000;aanvragen-ww
4066093;2015-10-11 10:58:59.943000000;aanvragen-ww
4066093;2015-10-11 10:59:09.937000000;aanvragen-ww
4066093;2015-10-11 10:59:11.767000000;aanvragen-ww
4066093;2015-10-11 10:59:13.747000000;aanvragen-ww
4066093;2015-10-11 10:59:15.693000000;aanvragen-ww
4066093;2015-10-11 10:59:27.517000000;aanvragen-ww
4066093;2015-10-11 11:00:06.397000000;aanvragen-ww
4066093;2015-10-11 11:00:32.823000000;aanvragen-ww
4066093;2015-10-11 11:01:25.533000000;aanvragen-ww
4066093;2015-10-11 11:01:27.673000000;aanvragen-ww
4066093;2015-10-11 11:01:37.690000000;aanvragen-ww
4066093;2015-10-11 11:01:41.377000000;aanvragen-ww
4066093;2015-10-11 11:02:06.343000000;aanvragen-ww
4066093;2015-10-11 11:04:31.687000000;aanvragen-ww
4066093;2015-10-11 11:04:43.547000000;aanvragen-ww
4066093;2015-10-11 11:04:53.063000000;aanvragen-ww
4066093;2015-10-11 11:05:10.183000000;aanvragen-ww
4066093;2015-10-11 11:05:26.967000000;aanvragen-ww
4066093;2015-10-11 11:05:50.633000000;aanvragen-ww
4066093;2015-10-11 11:06:28.470000000;aanvragen-ww
4066093;2015-10-11 11:06:32.577000000;aanvragen-ww
4066093;2015-10-11 11:07:10.117000000;aanvragen-ww
4066093;2015-10-11 11:07:28.243000000;aanvragen-ww
4066093;2015-10-11 11:07:32.803000000;aanvragen-ww
4066093;2015-10-11 11:07:35.140000000;aanvragen-ww
4066093;2015-10-11 11:07:53.673000000;aanvragen-ww
4066093;2015-10-11 11:08:10.513000000;aanvragen-ww
4066093;2015-10-11 11:08:16.283000000;aanvragen-ww
4066093;2015-10-11 11:08:21.727000000;aanvragen-ww
4066093;2015-10-11 11:08:26.663000000;aanvragen-ww
4066093;2015-10-11 11:08:34.660000000;aanvragen-ww
4066093;2015-10-11 11:08:58.913000000;aanvragen-ww
4066093;2015-10-11 11:09:57.297000000;aanvragen-ww
4066093;2015-10-11 11:10:06.437000000;aanvragen-ww
4066093;2015-10-11 11:10:27.447000000;aanvragen-ww
4066093;2015-10-11 11:10:32.010000000;aanvragen-ww
4066093;2015-10-11 11:10:37.717000000;aanvragen-ww
4066093;2015-10-11 11:11:05.997000000;aanvragen-ww
4066093;2015-10-11 11:11:39.263000000;aanvragen-ww
4066093;2015-10-11 11:11:42.057000000;aanvragen-ww
4066093;2015-10-11 11:11:45.470000000;aanvragen-ww
4066093;2015-10-11 11:11:51.553000000;aanvragen-ww
4066093;2015-10-11 11:11:58.493000000;aanvragen-ww
4066093;2015-10-11 11:12:00.930000000;aanvragen-ww
4066093;2015-10-11 11:12:14.697000000;aanvragen-ww
4066093;2015-10-11 11:12:19.337000000;aanvragen-ww
4066093;2015-10-11 11:12:21.963000000;aanvragen-ww
4066093;2015-10-11 11:12:33.810000000;aanvragen-ww
4066093;2015-10-11 11:19:27.097000000;aanvragen-ww
4066093;2015-10-11 11:19:42.140000000;aanvragen-ww
4066093;2015-10-11 11:20:07.697000000;aanvragen-ww
4066093;2015-10-11 11:20:26.393000000;aanvragen-ww
4066093;2015-10-11 11:20:34.280000000;aanvragen-ww
4066093;2015-10-11 11:21:03.393000000;aanvragen-ww
4066093;2015-10-11 11:21:08.610000000;aanvragen-ww
4066093;2015-10-11 11:21:12.040000000;aanvragen-ww
4066093;2015-10-11 11:21:38.377000000;aanvragen-ww
4066093;2015-10-11 11:22:56.063000000;aanvragen-ww
4066093;2015-10-11 11:23:00.317000000;aanvragen-ww
4066093;2015-10-11 11:23:16.737000000;aanvragen-ww
4066093;2015-10-11 11:23:37.873000000;aanvragen-ww
4066093;2015-10-11 11:24:34.460000000;aanvragen-ww
4066093;2015-10-11 11:24:39.797000000;aanvragen-ww
4066093;2015-10-11 11:25:07.957000000;aanvragen-ww
4066093;2015-10-11 11:25:14.820000000;aanvragen-ww
4066093;2015-10-11 11:25:29.947000000;aanvragen-ww
4066093;2015-10-11 11:25:35.580000000;overzicht
4066093;2015-10-11 11:26:43.727000000;aanvragen-ww
4066093;2015-10-11 11:26:45.203000000;aanvragen-ww
4066093;2015-10-11 11:26:47.693000000;aanvragen-ww
4066093;2015-10-11 11:26:49.383000000;aanvragen-ww
4066093;2015-10-11 11:26:51.277000000;aanvragen-ww
4066093;2015-10-11 11:26:53.393000000;aanvragen-ww
4066093;2015-10-11 11:26:55.910000000;aanvragen-ww
4066093;2015-10-11 11:26:58.110000000;aanvragen-ww
4066093;2015-10-11 11:26:59.997000000;aanvragen-ww
4066093;2015-10-11 11:27:01.807000000;aanvragen-ww
4066093;2015-10-11 11:27:48.400000000;aanvragen-ww
4066093;2015-10-11 11:27:54.167000000;aanvragen-ww
4066093;2015-10-11 11:27:56.473000000;aanvragen-ww
4066093;2015-10-11 11:27:58.857000000;aanvragen-ww
4066093;2015-10-11 11:28:00.950000000;aanvragen-ww
4066093;2015-10-11 11:28:03.477000000;aanvragen-ww
4066093;2015-10-11 11:28:05.147000000;aanvragen-ww
4066093;2015-10-11 11:28:07;aanvragen-ww
4066093;2015-10-11 11:28:09.227000000;aanvragen-ww
4066093;2015-10-11 11:28:11.827000000;aanvragen-ww
4066093;2015-10-11 11:28:19.417000000;aanvragen-ww
4066093;2015-10-11 11:28:27.597000000;home
4156375;2015-08-11 12:28:41.300000000;melding_sha2
4156375;2015-08-11 12:28:44.927000000;home
4156375;2015-08-11 12:29:45.737000000;taken
4156375;2015-08-11 12:29:53.170000000;mijn_berichten
4156375;2015-08-11 12:30:06.037000000;home
4290903;2015-07-24 11:29:14.403000000;inschrijven
4290903;2015-07-24 11:29:53.553000000;mijn_berichten
4290903;2015-07-24 11:30:41.857000000;mijn_cv
4290903;2015-07-24 11:31:27.743000000;mijn_cv
4290903;2015-07-24 11:37:13.367000000;mijn_cv
4290903;2015-07-24 11:38:03.967000000;vacatures_bij_mijn_cv
4290903;2015-07-24 11:38:32.610000000;vacatures_bij_mijn_cv
4290903;2015-07-24 11:39:58.177000000;vacatures_bij_mijn_cv
4290903;2015-07-24 11:42:47.783000000;mijn_sollicitaties
4290903;2015-07-24 11:42:58.850000000;taken
4290903;2015-07-24 11:43:24.693000000;taken
4290903;2015-07-24 11:43:42.103000000;vacatures_zoeken
4290903;2015-07-24 11:44:07.567000000;vacatures_zoeken
4290903;2015-07-24 11:44:54.573000000;home
4290903;2015-07-24 11:45:56.890000000;vacatures_zoeken
4290903;2015-07-24 11:46:16.413000000;vacatures_zoeken
4290903;2015-07-24 11:46:35.070000000;vacatures_zoeken
4290903;2015-07-24 11:49:06.137000000;vacatures_zoeken
4290903;2015-07-24 11:50:18.693000000;vacatures_bij_mijn_cv
4290903;2015-07-24 11:50:39.283000000;vacatures_bij_mijn_cv
4290903;2015-07-24 11:50:56.323000000;wijziging_doorgeven
4290903;2015-07-24 11:51:11.580000000;vacatures_zoeken
4290903;2015-07-24 11:51:17.420000000;vacatures_bij_mijn_cv
4290903;2015-07-24 11:53:59.317000000;mijn_werkmap
4290903;2015-07-24 11:54:14.117000000;mijn_werkmap
4290903;2015-07-24 12:06:16.147000000;vacatures_zoeken
4290903;2015-07-24 12:06:38.230000000;vacatures_zoeken
4290903;2015-07-24 12:07:20.107000000;vacatures_zoeken
4290903;2015-07-24 12:07:42.110000000;vacatures_zoeken
4290903;2015-07-24 12:22:08.023000000;vacatures_zoeken
4290903;2015-07-24 12:31:03.940000000;home
4544944;2015-07-19 20:06:02.127000000;inschrijven
4544944;2015-07-19 20:07:55.897000000;mijn_berichten
4544944;2015-07-19 20:08:23.393000000;mijn_cv
4544944;2015-07-19 20:08:30.857000000;mijn_cv
4544944;2015-07-19 20:08:48.203000000;mijn_cv
4544944;2015-07-19 20:09:02.347000000;mijn_cv
4544944;2015-07-19 20:10:16.157000000;mijn_cv
4544944;2015-07-19 20:12:27.957000000;mijn_cv
4544944;2015-07-19 20:12:51.147000000;mijn_cv
4544944;2015-07-19 20:13:45.543000000;mijn_cv
4544944;2015-07-19 20:14:26.167000000;mijn_cv
4544944;2015-07-19 20:15:16.487000000;mijn_cv
4544944;2015-07-19 20:15:26.480000000;mijn_cv
4544944;2015-07-19 20:15:39.173000000;mijn_cv
4544944;2015-07-19 20:16:53.797000000;mijn_cv
4544944;2015-07-19 20:18:50.990000000;mijn_cv
4544944;2015-07-19 20:19:51.250000000;vacatures_zoeken
4544944;2015-07-19 20:20:06.893000000;mijn_cv
4544944;2015-07-19 20:21:31.097000000;mijn_cv
4544944;2015-07-19 20:21:40.103000000;mijn_cv
4544944;2015-07-19 20:22:05.530000000;mijn_cv
4544944;2015-07-19 20:22:22.870000000;vacatures_zoeken
4544944;2015-07-19 20:22:43.530000000;home
4728856;2015-09-16 00:03:49.587000000;50plus
4728856;2015-09-16 00:05:30.557000000;vacatures_bij_mijn_cv
4728856;2015-09-16 00:05:39.717000000;vacatures_bij_mijn_cv
4728856;2015-09-16 00:06:10.940000000;vacatures_bij_mijn_cv
4728856;2015-09-16 00:06:21.167000000;vacatures_bij_mijn_cv
4728856;2015-09-16 00:07:32.067000000;mijn_cv
4728856;2015-09-16 00:07:41.457000000;mijn_cv
4728856;2015-09-16 00:09:02.763000000;mijn_cv
4728856;2015-09-16 00:09:55.980000000;mijn_cv
4728856;2015-09-16 00:10:06.937000000;mijn_cv
4728856;2015-09-16 00:11:03.477000000;mijn_cv
4728856;2015-09-16 00:11:13.033000000;mijn_cv
4728856;2015-09-16 00:11:29.247000000;mijn_cv
4728856;2015-09-16 00:11:33.827000000;mijn_cv
4728856;2015-09-16 00:11:50.690000000;mijn_cv
4728856;2015-09-16 00:11:57.343000000;mijn_cv
4728856;2015-09-16 00:16:17.163000000;mijn_cv
4728856;2015-09-16 00:16:32.480000000;mijn_cv
4728856;2015-09-16 00:17:36.283000000;mijn_cv
4728856;2015-09-16 00:17:59.653000000;mijn_cv
4728856;2015-09-16 00:18:31.537000000;mijn_cv
4728856;2015-09-16 00:19:51.080000000;mijn_cv
4728856;2015-09-16 00:19:58.843000000;mijn_cv
4728856;2015-09-16 00:20:20.650000000;mijn_cv
4728856;2015-09-16 00:21:52.593000000;mijn_cv
4728856;2015-09-16 00:22:33.727000000;mijn_cv
4728856;2015-09-16 00:22:40.157000000;mijn_cv
4728856;2015-09-16 00:23:23.990000000;mijn_cv
4728856;2015-09-16 00:23:33.507000000;mijn_cv
4728856;2015-09-16 00:24:30.337000000;mijn_cv
4728856;2015-09-16 00:24:49.277000000;mijn_cv
4728856;2015-09-16 00:25:06.843000000;mijn_cv
4728856;2015-09-16 00:25:13.737000000;mijn_cv
4728856;2015-09-16 00:26:50.740000000;mijn_cv
4728856;2015-09-16 00:26:59.183000000;mijn_cv
4728856;2015-09-16 00:27:26.273000000;mijn_cv
4728856;2015-09-16 00:27:40.320000000;mijn_cv
4728856;2015-09-16 00:28:12.340000000;mijn_cv
4728856;2015-09-16 00:28:17.093000000;mijn_cv
4728856;2015-09-16 00:29:33.397000000;mijn_cv
4728856;2015-09-16 00:29:39.820000000;mijn_cv
4728856;2015-09-16 00:31:10.710000000;mijn_cv
4728856;2015-09-16 00:31:23.247000000;mijn_cv
4728856;2015-09-16 00:33:28.950000000;mijn_cv
4728856;2015-09-16 00:34:04.257000000;mijn_cv
4728856;2015-09-16 00:36:24.260000000;mijn_cv
4728856;2015-09-16 00:37:14.623000000;mijn_cv
4728856;2015-09-16 00:38:16.867000000;vacatures_zoeken
4728856;2015-09-16 00:38:43.753000000;vacatures_zoeken
4827758;2015-08-06 11:04:55.233000000;inschrijven
4827758;2015-08-06 11:05:25.300000000;inschrijven
4827758;2015-08-06 11:05:38.077000000;inschrijven
4827758;2015-08-06 11:05:58.423000000;inschrijven
4827758;2015-08-06 11:06:30.953000000;inschrijven
4827758;2015-08-06 11:06:40.697000000;inschrijven
4827758;2015-08-06 11:06:47.237000000;inschrijven
4827758;2015-08-06 11:06:59.480000000;inschrijven
4827758;2015-08-06 11:07:18.513000000;inschrijven
4827758;2015-08-06 11:07:43.933000000;inschrijven
4827758;2015-08-06 11:07:47.283000000;inschrijven
4827758;2015-08-06 11:07:51.107000000;inschrijven
4827758;2015-08-06 11:07:55.080000000;inschrijven
4827758;2015-08-06 11:07:59.120000000;inschrijven
4827758;2015-08-06 11:08:04.963000000;inschrijven
4827758;2015-08-06 11:09:16.577000000;inschrijven
4827758;2015-08-06 11:09:30.033000000;inschrijven
4827758;2015-08-06 11:09:51.053000000;inschrijven
4827758;2015-08-06 11:10:01.497000000;inschrijven
4827758;2015-08-06 11:10:05.030000000;inschrijven
4827758;2015-08-06 11:11:07.680000000;inschrijven
4827758;2015-08-06 11:11:33.083000000;inschrijven
4827758;2015-08-06 11:12:02.863000000;inschrijven
4827758;2015-08-06 11:12:11.417000000;inschrijven
5487407;2015-07-13 14:18:57.940000000;inschrijven
5487407;2015-07-13 14:19:28.170000000;WDO211559
5487407;2015-07-13 14:20:33.117000000;inschrijven
5487407;2015-07-13 14:21:11.343000000;inschrijven
5487407;2015-07-13 14:21:31.313000000;inschrijven
5487407;2015-07-13 14:22:36.747000000;inschrijven
5487407;2015-07-13 14:23:25.287000000;inschrijven
5487407;2015-07-13 14:23:47.090000000;inschrijven
5487407;2015-07-13 14:24:05.530000000;inschrijven
5487407;2015-07-13 14:25:35.843000000;inschrijven
5487407;2015-07-13 14:25:47.207000000;inschrijven
5487407;2015-07-13 14:26:45.270000000;inschrijven
5487407;2015-07-13 14:26:55.407000000;inschrijven
5487407;2015-07-13 14:27:26.437000000;inschrijven
5487407;2015-07-13 14:27:47.423000000;inschrijven
5487407;2015-07-13 14:27:50.403000000;inschrijven
5487407;2015-07-13 14:29:19.797000000;inschrijven
5487407;2015-07-13 14:29:25.637000000;inschrijven
5487407;2015-07-13 14:29:35.770000000;inschrijven
5487407;2015-07-13 14:29:49.287000000;inschrijven
5487407;2015-07-13 14:29:59.120000000;inschrijven
5487407;2015-07-13 14:30:19.393000000;inschrijven
5487407;2015-07-13 14:30:35.477000000;home
5530908;2015-09-16 10:13:10.807000000;melding_sha2
5530908;2015-09-16 10:13:14.360000000;home
5530908;2015-09-16 10:14:34.323000000;taken
5530908;2015-09-16 10:14:52.427000000;taken
5530908;2015-09-16 10:16:33.583000000;taken
5530908;2015-09-16 10:22:57.830000000;taken
