case_id;timestamp;activity;case:concept:name;concept:name;time:timestamp;@@index;@@case_index;cluster
declaration 100131;2018-04-23 08:10:00+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100131;Declaration APPROVED by BUDGET OWNER;2018-04-23 08:10:00+00:00;133;24;2
declaration 100131;2018-04-24 08:26:07+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100131;Declaration FINAL_APPROVED by SUPERVISOR;2018-04-24 08:26:07+00:00;134;24;2
declaration 100131;2018-04-24 08:26:08+00:00;Request Payment;declaration 100131;Request Payment;2018-04-24 08:26:08+00:00;135;24;2
declaration 100131;2018-04-26 15:30:51+00:00;Payment Handled;declaration 100131;Payment Handled;2018-04-26 15:30:51+00:00;136;24;2
declaration 100137;2018-04-22 09:01:25+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100137;Declaration SUBMITTED by EMPLOYEE;2018-04-22 09:01:25+00:00;137;25;2
declaration 100137;2018-04-22 09:07:31+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100137;Declaration APPROVED by ADMINISTRATION;2018-04-22 09:07:31+00:00;138;25;2
declaration 100137;2018-04-23 08:49:06+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100137;Declaration APPROVED by BUDGET OWNER;2018-04-23 08:49:06+00:00;139;25;2
declaration 100137;2018-04-30 03:15:52+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100137;Declaration FINAL_APPROVED by SUPERVISOR;2018-04-30 03:15:52+00:00;140;25;2
declaration 100137;2018-05-01 05:55:01+00:00;Request Payment;declaration 100137;Request Payment;2018-05-01 05:55:01+00:00;141;25;2
declaration 100137;2018-05-03 15:31:15+00:00;Payment Handled;declaration 100137;Payment Handled;2018-05-03 15:31:15+00:00;142;25;2
declaration 100143;2018-04-22 10:21:06+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100143;Declaration SUBMITTED by EMPLOYEE;2018-04-22 10:21:06+00:00;143;26;2
declaration 100143;2018-04-22 10:22:53+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100143;Declaration APPROVED by ADMINISTRATION;2018-04-22 10:22:53+00:00;144;26;2
declaration 100143;2018-04-23 06:45:13+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100143;Declaration APPROVED by BUDGET OWNER;2018-04-23 06:45:13+00:00;145;26;2
declaration 100143;2018-04-24 07:09:47+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100143;Declaration FINAL_APPROVED by SUPERVISOR;2018-04-24 07:09:47+00:00;146;26;2
declaration 100143;2018-04-24 13:45:25+00:00;Request Payment;declaration 100143;Request Payment;2018-04-24 13:45:25+00:00;147;26;2
declaration 100143;2018-04-26 15:30:51+00:00;Payment Handled;declaration 100143;Payment Handled;2018-04-26 15:30:51+00:00;148;26;2
declaration 100154;2018-04-22 13:52:58+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100154;Declaration SUBMITTED by EMPLOYEE;2018-04-22 13:52:58+00:00;154;28;2
declaration 100154;2018-04-22 13:55:19+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100154;Declaration APPROVED by ADMINISTRATION;2018-04-22 13:55:19+00:00;155;28;2
declaration 100154;2018-04-23 08:48:43+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100154;Declaration APPROVED by BUDGET OWNER;2018-04-23 08:48:43+00:00;156;28;2
declaration 100154;2018-04-25 08:57:09+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100154;Declaration FINAL_APPROVED by SUPERVISOR;2018-04-25 08:57:09+00:00;157;28;2
declaration 100154;2018-04-26 05:32:57+00:00;Request Payment;declaration 100154;Request Payment;2018-04-26 05:32:57+00:00;158;28;2
declaration 100154;2018-04-30 15:31:10+00:00;Payment Handled;declaration 100154;Payment Handled;2018-04-30 15:31:10+00:00;159;28;2
declaration 100160;2018-04-23 06:23:40+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100160;Declaration SUBMITTED by EMPLOYEE;2018-04-23 06:23:40+00:00;160;29;2
declaration 100160;2018-04-23 06:23:47+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100160;Declaration APPROVED by ADMINISTRATION;2018-04-23 06:23:47+00:00;161;29;2
declaration 100160;2018-04-23 11:06:51+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100160;Declaration APPROVED by BUDGET OWNER;2018-04-23 11:06:51+00:00;162;29;2
declaration 100160;2018-04-24 06:18:29+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100160;Declaration FINAL_APPROVED by SUPERVISOR;2018-04-24 06:18:29+00:00;163;29;2
declaration 100160;2018-04-24 06:27:50+00:00;Request Payment;declaration 100160;Request Payment;2018-04-24 06:27:50+00:00;164;29;2
declaration 100160;2018-04-26 15:30:51+00:00;Payment Handled;declaration 100160;Payment Handled;2018-04-26 15:30:51+00:00;165;29;2
declaration 100166;2018-04-23 06:49:42+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100166;Declaration SUBMITTED by EMPLOYEE;2018-04-23 06:49:42+00:00;166;30;2
declaration 100166;2018-04-23 06:49:51+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100166;Declaration APPROVED by ADMINISTRATION;2018-04-23 06:49:51+00:00;167;30;2
declaration 100166;2018-04-23 08:03:20+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100166;Declaration APPROVED by BUDGET OWNER;2018-04-23 08:03:20+00:00;168;30;2
declaration 100166;2018-04-26 14:25:34+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100166;Declaration FINAL_APPROVED by SUPERVISOR;2018-04-26 14:25:34+00:00;169;30;2
declaration 100166;2018-05-01 05:29:04+00:00;Request Payment;declaration 100166;Request Payment;2018-05-01 05:29:04+00:00;170;30;2
declaration 100166;2018-05-03 15:31:15+00:00;Payment Handled;declaration 100166;Payment Handled;2018-05-03 15:31:15+00:00;171;30;2
declaration 100197;2017-02-15 08:52:59+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100197;Declaration SUBMITTED by EMPLOYEE;2017-02-15 08:52:59+00:00;197;36;2
declaration 100197;2017-03-14 09:09:11+00:00;Declaration APPROVED by PRE_APPROVER;declaration 100197;Declaration APPROVED by PRE_APPROVER;2017-03-14 09:09:11+00:00;198;36;2
declaration 100197;2017-03-21 04:15:02+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100197;Declaration FINAL_APPROVED by SUPERVISOR;2017-03-21 04:15:02+00:00;199;36;2
declaration 100197;2018-01-08 12:54:03+00:00;Declaration REJECTED by MISSING;declaration 100197;Declaration REJECTED by MISSING;2018-01-08 12:54:03+00:00;200;36;2
declaration 100197;2018-01-08 15:35:34+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100197;Declaration SUBMITTED by EMPLOYEE;2018-01-08 15:35:34+00:00;201;36;2
declaration 100197;2018-01-08 15:36:03+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100197;Declaration APPROVED by ADMINISTRATION;2018-01-08 15:36:03+00:00;202;36;2
declaration 100197;2018-01-16 09:19:31+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100197;Declaration APPROVED by BUDGET OWNER;2018-01-16 09:19:31+00:00;203;36;2
declaration 100197;2018-01-18 11:19:48+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100197;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-18 11:19:48+00:00;204;36;2
declaration 100197;2018-01-23 06:36:59+00:00;Request Payment;declaration 100197;Request Payment;2018-01-23 06:36:59+00:00;205;36;2
declaration 100197;2018-01-25 16:31:07+00:00;Payment Handled;declaration 100197;Payment Handled;2018-01-25 16:31:07+00:00;206;36;2
declaration 100207;2018-02-11 15:39:04+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100207;Declaration SUBMITTED by EMPLOYEE;2018-02-11 15:39:04+00:00;207;37;2
declaration 100207;2018-02-11 15:39:19+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100207;Declaration APPROVED by ADMINISTRATION;2018-02-11 15:39:19+00:00;208;37;2
declaration 100207;2018-02-12 15:51:03+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100207;Declaration APPROVED by BUDGET OWNER;2018-02-12 15:51:03+00:00;209;37;2
declaration 100207;2018-02-13 07:39:48+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100207;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-13 07:39:48+00:00;210;37;2
declaration 100207;2018-02-13 07:48:44+00:00;Request Payment;declaration 100207;Request Payment;2018-02-13 07:48:44+00:00;211;37;2
declaration 100207;2018-02-15 16:31:17+00:00;Payment Handled;declaration 100207;Payment Handled;2018-02-15 16:31:17+00:00;212;37;2
declaration 100233;2018-02-12 14:31:09+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100233;Declaration SUBMITTED by EMPLOYEE;2018-02-12 14:31:09+00:00;233;42;2
declaration 100233;2018-02-12 14:36:59+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100233;Declaration APPROVED by ADMINISTRATION;2018-02-12 14:36:59+00:00;234;42;2
declaration 100233;2018-02-16 09:47:55+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100233;Declaration APPROVED by BUDGET OWNER;2018-02-16 09:47:55+00:00;235;42;2
declaration 100233;2018-02-23 04:15:21+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100233;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-23 04:15:21+00:00;236;42;2
declaration 100233;2018-03-06 07:47:47+00:00;Request Payment;declaration 100233;Request Payment;2018-03-06 07:47:47+00:00;237;42;2
declaration 100233;2018-03-08 16:30:58+00:00;Payment Handled;declaration 100233;Payment Handled;2018-03-08 16:30:58+00:00;238;42;2
declaration 100239;2018-02-12 14:49:33+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100239;Declaration SUBMITTED by EMPLOYEE;2018-02-12 14:49:33+00:00;239;43;2
declaration 100239;2018-02-12 14:49:35+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100239;Declaration APPROVED by ADMINISTRATION;2018-02-12 14:49:35+00:00;240;43;2
declaration 100239;2018-02-13 08:55:47+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100239;Declaration APPROVED by BUDGET OWNER;2018-02-13 08:55:47+00:00;241;43;2
declaration 100239;2018-02-13 09:06:28+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100239;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-13 09:06:28+00:00;242;43;2
declaration 100239;2018-02-15 16:28:12+00:00;Request Payment;declaration 100239;Request Payment;2018-02-15 16:28:12+00:00;243;43;2
declaration 100239;2018-02-19 16:31:31+00:00;Payment Handled;declaration 100239;Payment Handled;2018-02-19 16:31:31+00:00;244;43;2
declaration 100258;2018-02-12 15:06:54+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100258;Declaration SUBMITTED by EMPLOYEE;2018-02-12 15:06:54+00:00;258;45;2
declaration 100258;2018-06-18 08:58:39+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100258;Declaration APPROVED by ADMINISTRATION;2018-06-18 08:58:39+00:00;259;45;2
declaration 100258;2018-06-18 12:10:52+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100258;Declaration APPROVED by BUDGET OWNER;2018-06-18 12:10:52+00:00;260;45;2
declaration 100258;2018-06-25 03:15:19+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100258;Declaration FINAL_APPROVED by SUPERVISOR;2018-06-25 03:15:19+00:00;261;45;2
declaration 100258;2018-06-26 05:37:25+00:00;Request Payment;declaration 100258;Request Payment;2018-06-26 05:37:25+00:00;262;45;2
declaration 100258;2018-06-28 15:31:33+00:00;Payment Handled;declaration 100258;Payment Handled;2018-06-28 15:31:33+00:00;263;45;2
declaration 100289;2018-02-13 10:56:40+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100289;Declaration SUBMITTED by EMPLOYEE;2018-02-13 10:56:40+00:00;289;51;2
declaration 100289;2018-02-13 10:56:52+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100289;Declaration APPROVED by ADMINISTRATION;2018-02-13 10:56:52+00:00;290;51;2
declaration 100289;2018-02-13 14:22:26+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100289;Declaration APPROVED by BUDGET OWNER;2018-02-13 14:22:26+00:00;291;51;2
declaration 100289;2018-02-13 15:14:12+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100289;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-13 15:14:12+00:00;292;51;2
declaration 100289;2018-02-13 15:14:15+00:00;Request Payment;declaration 100289;Request Payment;2018-02-13 15:14:15+00:00;293;51;2
declaration 100289;2018-02-15 16:31:17+00:00;Payment Handled;declaration 100289;Payment Handled;2018-02-15 16:31:17+00:00;294;51;2
declaration 100295;2018-02-13 13:18:59+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100295;Declaration SUBMITTED by EMPLOYEE;2018-02-13 13:18:59+00:00;295;52;2
declaration 100295;2018-02-13 13:19:18+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100295;Declaration APPROVED by ADMINISTRATION;2018-02-13 13:19:18+00:00;296;52;2
declaration 100295;2018-02-15 07:53:09+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100295;Declaration APPROVED by BUDGET OWNER;2018-02-15 07:53:09+00:00;297;52;2
declaration 100295;2018-02-20 16:09:39+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100295;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-20 16:09:39+00:00;298;52;2
declaration 100295;2018-02-22 10:38:10+00:00;Request Payment;declaration 100295;Request Payment;2018-02-22 10:38:10+00:00;299;52;2
declaration 100295;2018-02-26 16:31:27+00:00;Payment Handled;declaration 100295;Payment Handled;2018-02-26 16:31:27+00:00;300;52;2
declaration 100311;2018-02-13 19:44:24+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100311;Declaration SUBMITTED by EMPLOYEE;2018-02-13 19:44:24+00:00;311;55;2
declaration 100311;2018-02-13 19:44:34+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100311;Declaration APPROVED by ADMINISTRATION;2018-02-13 19:44:34+00:00;312;55;2
declaration 100311;2018-02-14 13:10:17+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100311;Declaration APPROVED by BUDGET OWNER;2018-02-14 13:10:17+00:00;313;55;2
declaration 100311;2018-02-15 09:06:17+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100311;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-15 09:06:17+00:00;314;55;2
declaration 100311;2018-02-15 09:06:19+00:00;Request Payment;declaration 100311;Request Payment;2018-02-15 09:06:19+00:00;315;55;2
declaration 100311;2018-02-19 16:31:31+00:00;Payment Handled;declaration 100311;Payment Handled;2018-02-19 16:31:31+00:00;316;55;2
declaration 100317;2018-02-13 19:46:12+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100317;Declaration SUBMITTED by EMPLOYEE;2018-02-13 19:46:12+00:00;317;56;2
declaration 100317;2018-02-13 19:46:19+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100317;Declaration APPROVED by ADMINISTRATION;2018-02-13 19:46:19+00:00;318;56;2
declaration 100317;2018-02-14 13:10:54+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100317;Declaration APPROVED by BUDGET OWNER;2018-02-14 13:10:54+00:00;319;56;2
declaration 100317;2018-02-15 09:06:14+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100317;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-15 09:06:14+00:00;320;56;2
declaration 100317;2018-02-15 09:06:17+00:00;Request Payment;declaration 100317;Request Payment;2018-02-15 09:06:17+00:00;321;56;2
declaration 100317;2018-02-19 16:31:31+00:00;Payment Handled;declaration 100317;Payment Handled;2018-02-19 16:31:31+00:00;322;56;2
declaration 100348;2018-02-14 13:29:28+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100348;Declaration SUBMITTED by EMPLOYEE;2018-02-14 13:29:28+00:00;348;62;2
declaration 100348;2018-02-14 13:29:39+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100348;Declaration APPROVED by ADMINISTRATION;2018-02-14 13:29:39+00:00;349;62;2
declaration 100348;2018-02-14 13:52:33+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100348;Declaration APPROVED by BUDGET OWNER;2018-02-14 13:52:33+00:00;350;62;2
declaration 100348;2018-02-20 14:55:54+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100348;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-20 14:55:54+00:00;351;62;2
declaration 100348;2018-02-22 07:30:44+00:00;Request Payment;declaration 100348;Request Payment;2018-02-22 07:30:44+00:00;352;62;2
declaration 100348;2018-02-26 16:31:27+00:00;Payment Handled;declaration 100348;Payment Handled;2018-02-26 16:31:27+00:00;353;62;2
declaration 100359;2018-02-22 09:22:05+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100359;Declaration SUBMITTED by EMPLOYEE;2018-02-22 09:22:05+00:00;359;64;2
declaration 100359;2018-02-22 09:22:07+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100359;Declaration APPROVED by ADMINISTRATION;2018-02-22 09:22:07+00:00;360;64;2
declaration 100359;2018-02-26 13:54:03+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100359;Declaration APPROVED by BUDGET OWNER;2018-02-26 13:54:03+00:00;361;64;2
declaration 100359;2018-02-27 13:26:06+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100359;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-27 13:26:06+00:00;362;64;2
declaration 100359;2018-03-06 13:58:07+00:00;Request Payment;declaration 100359;Request Payment;2018-03-06 13:58:07+00:00;363;64;2
declaration 100359;2018-03-08 16:30:58+00:00;Payment Handled;declaration 100359;Payment Handled;2018-03-08 16:30:58+00:00;364;64;2
declaration 100374;2018-01-08 09:58:58+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100374;Declaration SUBMITTED by EMPLOYEE;2018-01-08 09:58:58+00:00;374;66;2
declaration 100374;2018-01-08 10:04:42+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100374;Declaration APPROVED by ADMINISTRATION;2018-01-08 10:04:42+00:00;375;66;2
declaration 100374;2018-01-09 12:21:43+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100374;Declaration APPROVED by BUDGET OWNER;2018-01-09 12:21:43+00:00;376;66;2
declaration 100374;2018-01-16 04:15:38+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100374;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-16 04:15:38+00:00;377;66;2
declaration 100374;2018-01-18 07:53:20+00:00;Request Payment;declaration 100374;Request Payment;2018-01-18 07:53:20+00:00;378;66;2
declaration 100374;2018-01-22 16:31:16+00:00;Payment Handled;declaration 100374;Payment Handled;2018-01-22 16:31:16+00:00;379;66;2
declaration 100388;2018-01-10 13:15:34+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100388;Declaration SUBMITTED by EMPLOYEE;2018-01-10 13:15:34+00:00;388;68;2
declaration 100388;2018-01-10 13:15:47+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100388;Declaration APPROVED by ADMINISTRATION;2018-01-10 13:15:47+00:00;389;68;2
declaration 100388;2018-01-11 06:49:06+00:00;Declaration APPROVED by BUDGET OWNER;declaration 100388;Declaration APPROVED by BUDGET OWNER;2018-01-11 06:49:06+00:00;390;68;2
declaration 100388;2018-01-18 04:15:14+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100388;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-18 04:15:14+00:00;391;68;2
declaration 100388;2018-01-18 15:44:23+00:00;Request Payment;declaration 100388;Request Payment;2018-01-18 15:44:23+00:00;392;68;2
declaration 100388;2018-01-22 16:31:16+00:00;Payment Handled;declaration 100388;Payment Handled;2018-01-22 16:31:16+00:00;393;68;2
