case_id,timestamp,activity,case:concept:name,concept:name,time:timestamp,@@index,@@case_index,cluster
declaration 100365,2018-01-31 12:31:30+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100365,Declaration APPROVED by BUDGET OWNER,2018-01-31 12:31:30+00:00,370,65,7
declaration 100374,2018-01-09 12:21:43+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100374,Declaration APPROVED by BUDGET OWNER,2018-01-09 12:21:43+00:00,376,66,7
declaration 100388,2018-01-11 06:49:06+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100388,Declaration APPROVED by BUDGET OWNER,2018-01-11 06:49:06+00:00,390,68,7
declaration 100422,2018-01-19 09:33:01+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100422,Declaration APPROVED by BUDGET OWNER,2018-01-19 09:33:01+00:00,424,73,7
declaration 100441,2018-01-17 13:03:52+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100441,Declaration APPROVED by BUDGET OWNER,2018-01-17 13:03:52+00:00,442,76,7
declaration 100457,2018-01-17 08:19:23+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100457,Declaration APPROVED by BUDGET OWNER,2018-01-17 08:19:23+00:00,458,79,7
declaration 100473,2018-01-18 15:03:14+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100473,Declaration APPROVED by BUDGET OWNER,2018-01-18 15:03:14+00:00,474,82,7
declaration 100484,2018-01-22 09:11:32+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100484,Declaration APPROVED by BUDGET OWNER,2018-01-22 09:11:32+00:00,485,84,7
declaration 100490,2018-01-22 09:41:37+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100490,Declaration APPROVED by BUDGET OWNER,2018-01-22 09:41:37+00:00,491,85,7
declaration 100506,2018-01-23 07:37:28+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100506,Declaration APPROVED by BUDGET OWNER,2018-01-23 07:37:28+00:00,507,88,7
declaration 100526,2018-02-16 10:08:31+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100526,Declaration APPROVED by BUDGET OWNER,2018-02-16 10:08:31+00:00,526,92,7
declaration 100532,2018-02-19 10:17:22+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100532,Declaration APPROVED by BUDGET OWNER,2018-02-19 10:17:22+00:00,532,93,7
declaration 100547,2018-02-19 07:09:08+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100547,Declaration APPROVED by BUDGET OWNER,2018-02-19 07:09:08+00:00,546,96,7
declaration 100553,2018-02-28 10:10:17+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100553,Declaration APPROVED by BUDGET OWNER,2018-02-28 10:10:17+00:00,556,97,7
declaration 100563,2018-02-20 15:31:40+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100563,Declaration APPROVED by BUDGET OWNER,2018-02-20 15:31:40+00:00,562,98,7
declaration 100604,2018-02-20 06:59:01+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100604,Declaration APPROVED by BUDGET OWNER,2018-02-20 06:59:01+00:00,603,106,7
declaration 100610,2018-02-20 08:16:57+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100610,Declaration APPROVED by BUDGET OWNER,2018-02-20 08:16:57+00:00,609,107,7
declaration 100616,2018-02-20 08:18:47+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100616,Declaration APPROVED by BUDGET OWNER,2018-02-20 08:18:47+00:00,615,108,7
declaration 100677,2018-01-08 08:47:42+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100677,Declaration APPROVED by BUDGET OWNER,2018-01-08 08:47:42+00:00,676,120,7
declaration 100708,2018-01-11 08:45:32+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100708,Declaration APPROVED by BUDGET OWNER,2018-01-11 08:45:32+00:00,711,126,7
declaration 100731,2018-01-09 10:28:03+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100731,Declaration APPROVED by BUDGET OWNER,2018-01-09 10:28:03+00:00,729,130,7
declaration 100737,2018-01-09 10:28:20+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100737,Declaration APPROVED by BUDGET OWNER,2018-01-09 10:28:20+00:00,735,131,7
declaration 100753,2018-01-09 10:29:01+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100753,Declaration APPROVED by BUDGET OWNER,2018-01-09 10:29:01+00:00,751,134,7
declaration 100778,2018-01-23 07:54:17+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100778,Declaration APPROVED by BUDGET OWNER,2018-01-23 07:54:17+00:00,775,139,7
declaration 100794,2018-01-26 07:47:34+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100794,Declaration APPROVED by BUDGET OWNER,2018-01-26 07:47:34+00:00,791,142,7
declaration 100805,2018-01-25 10:45:08+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100805,Declaration APPROVED by BUDGET OWNER,2018-01-25 10:45:08+00:00,802,144,7
declaration 100834,2018-01-24 10:30:33+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100834,Declaration APPROVED by BUDGET OWNER,2018-01-24 10:30:33+00:00,831,149,7
declaration 100845,2018-01-24 10:27:07+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100845,Declaration APPROVED by BUDGET OWNER,2018-01-24 10:27:07+00:00,842,151,7
declaration 100851,2018-01-25 06:40:36+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100851,Declaration APPROVED by BUDGET OWNER,2018-01-25 06:40:36+00:00,848,152,7
declaration 100857,2018-01-30 07:48:50+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100857,Declaration APPROVED by BUDGET OWNER,2018-01-30 07:48:50+00:00,854,153,7
declaration 100863,2018-01-26 07:38:53+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100863,Declaration APPROVED by BUDGET OWNER,2018-01-26 07:38:53+00:00,860,154,7
declaration 100874,2018-01-25 12:08:20+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100874,Declaration APPROVED by BUDGET OWNER,2018-01-25 12:08:20+00:00,871,156,7
declaration 100902,2018-01-26 07:36:37+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100902,Declaration APPROVED by BUDGET OWNER,2018-01-26 07:36:37+00:00,898,162,7
declaration 100913,2018-02-01 07:24:49+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100913,Declaration APPROVED by BUDGET OWNER,2018-02-01 07:24:49+00:00,909,164,7
declaration 100954,2018-02-22 11:11:58+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100954,Declaration APPROVED by BUDGET OWNER,2018-02-22 11:11:58+00:00,950,170,7
declaration 100965,2018-02-21 14:05:53+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100965,Declaration APPROVED by BUDGET OWNER,2018-02-21 14:05:53+00:00,961,172,7
declaration 100988,2018-02-28 08:05:43+00:00,Declaration APPROVED by BUDGET OWNER,declaration 100988,Declaration APPROVED by BUDGET OWNER,2018-02-28 08:05:43+00:00,984,174,7
declaration 101029,2018-02-26 13:47:37+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101029,Declaration APPROVED by BUDGET OWNER,2018-02-26 13:47:37+00:00,1025,182,7
declaration 101035,2018-02-26 13:47:19+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101035,Declaration APPROVED by BUDGET OWNER,2018-02-26 13:47:19+00:00,1031,183,7
declaration 101041,2018-03-07 13:00:42+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101041,Declaration APPROVED by BUDGET OWNER,2018-03-07 13:00:42+00:00,1037,184,7
declaration 101047,2018-02-23 09:58:30+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101047,Declaration APPROVED by BUDGET OWNER,2018-02-23 09:58:30+00:00,1043,185,7
declaration 101053,2018-02-23 12:05:00+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101053,Declaration APPROVED by BUDGET OWNER,2018-02-23 12:05:00+00:00,1049,186,7
declaration 101064,2018-03-08 08:50:32+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101064,Declaration APPROVED by BUDGET OWNER,2018-03-08 08:50:32+00:00,1060,188,7
declaration 101070,2018-03-01 14:37:43+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101070,Declaration APPROVED by BUDGET OWNER,2018-03-01 14:37:43+00:00,1069,189,7
declaration 101084,2018-02-01 15:13:24+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101084,Declaration APPROVED by BUDGET OWNER,2018-02-01 15:13:24+00:00,1084,191,7
declaration 101099,2018-01-11 10:39:12+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101099,Declaration APPROVED by BUDGET OWNER,2018-01-11 10:39:12+00:00,1095,193,7
declaration 101120,2018-01-11 14:02:39+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101120,Declaration APPROVED by BUDGET OWNER,2018-01-11 14:02:39+00:00,1116,197,7
declaration 101126,2018-01-15 12:09:41+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101126,Declaration APPROVED by BUDGET OWNER,2018-01-15 12:09:41+00:00,1122,198,7
declaration 101140,2018-01-16 10:16:59+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101140,Declaration APPROVED by BUDGET OWNER,2018-01-16 10:16:59+00:00,1139,200,7
declaration 101149,2018-02-26 10:27:33+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101149,Declaration APPROVED by BUDGET OWNER,2018-02-26 10:27:33+00:00,1145,201,7
declaration 101155,2018-02-05 14:09:40+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101155,Declaration APPROVED by BUDGET OWNER,2018-02-05 14:09:40+00:00,1154,202,7
declaration 101182,2018-01-15 14:36:18+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101182,Declaration APPROVED by BUDGET OWNER,2018-01-15 14:36:18+00:00,1178,206,7
declaration 101188,2018-01-15 07:48:37+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101188,Declaration APPROVED by BUDGET OWNER,2018-01-15 07:48:37+00:00,1184,207,7
declaration 101194,2018-01-15 07:47:57+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101194,Declaration APPROVED by BUDGET OWNER,2018-01-15 07:47:57+00:00,1190,208,7
declaration 101220,2018-01-29 12:57:31+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101220,Declaration APPROVED by BUDGET OWNER,2018-01-29 12:57:31+00:00,1216,213,7
declaration 101226,2018-01-30 08:11:59+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101226,Declaration APPROVED by BUDGET OWNER,2018-01-30 08:11:59+00:00,1222,214,7
declaration 101232,2018-02-05 13:58:27+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101232,Declaration APPROVED by BUDGET OWNER,2018-02-05 13:58:27+00:00,1228,215,7
declaration 101248,2018-01-29 07:16:57+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101248,Declaration APPROVED by BUDGET OWNER,2018-01-29 07:16:57+00:00,1244,218,7
declaration 101259,2018-02-05 08:55:24+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101259,Declaration APPROVED by BUDGET OWNER,2018-02-05 08:55:24+00:00,1255,220,7
declaration 101285,2018-01-30 12:04:46+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101285,Declaration APPROVED by BUDGET OWNER,2018-01-30 12:04:46+00:00,1281,225,7
declaration 101291,2018-01-30 12:04:17+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101291,Declaration APPROVED by BUDGET OWNER,2018-01-30 12:04:17+00:00,1287,226,7
declaration 101297,2018-02-26 13:42:36+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101297,Declaration APPROVED by BUDGET OWNER,2018-02-26 13:42:36+00:00,1293,227,7
declaration 101317,2018-02-26 12:32:15+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101317,Declaration APPROVED by BUDGET OWNER,2018-02-26 12:32:15+00:00,1312,231,7
declaration 101328,2018-02-26 15:17:18+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101328,Declaration APPROVED by BUDGET OWNER,2018-02-26 15:17:18+00:00,1323,233,7
declaration 101334,2018-02-26 14:07:50+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101334,Declaration APPROVED by BUDGET OWNER,2018-02-26 14:07:50+00:00,1329,234,7
declaration 101345,2018-02-27 12:40:08+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101345,Declaration APPROVED by BUDGET OWNER,2018-02-27 12:40:08+00:00,1340,236,7
declaration 101356,2018-02-27 12:39:46+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101356,Declaration APPROVED by BUDGET OWNER,2018-02-27 12:39:46+00:00,1351,238,7
declaration 101362,2018-02-28 08:04:17+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101362,Declaration APPROVED by BUDGET OWNER,2018-02-28 08:04:17+00:00,1357,239,7
declaration 101368,2018-02-27 07:27:02+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101368,Declaration APPROVED by BUDGET OWNER,2018-02-27 07:27:02+00:00,1363,240,7
declaration 101404,2018-02-27 13:23:07+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101404,Declaration APPROVED by BUDGET OWNER,2018-02-27 13:23:07+00:00,1399,247,7
declaration 101415,2018-02-28 08:39:59+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101415,Declaration APPROVED by BUDGET OWNER,2018-02-28 08:39:59+00:00,1410,249,7
declaration 101436,2018-01-16 09:17:23+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101436,Declaration APPROVED by BUDGET OWNER,2018-01-16 09:17:23+00:00,1430,253,7
declaration 101442,2018-01-16 09:16:33+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101442,Declaration APPROVED by BUDGET OWNER,2018-01-16 09:16:33+00:00,1436,254,7
declaration 101453,2018-01-18 12:41:17+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101453,Declaration APPROVED by BUDGET OWNER,2018-01-18 12:41:17+00:00,1447,256,7
declaration 101459,2018-01-22 09:10:42+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101459,Declaration APPROVED by BUDGET OWNER,2018-01-22 09:10:42+00:00,1453,257,7
declaration 101465,2018-01-18 12:32:56+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101465,Declaration APPROVED by BUDGET OWNER,2018-01-18 12:32:56+00:00,1459,258,7
declaration 101471,2018-01-18 07:08:33+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101471,Declaration APPROVED by BUDGET OWNER,2018-01-18 07:08:33+00:00,1465,259,7
declaration 101495,2018-01-22 14:39:22+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101495,Declaration APPROVED by BUDGET OWNER,2018-01-22 14:39:22+00:00,1487,264,7
declaration 101506,2018-01-22 09:15:38+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101506,Declaration APPROVED by BUDGET OWNER,2018-01-22 09:15:38+00:00,1498,266,7
declaration 101522,2018-01-19 13:45:09+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101522,Declaration APPROVED by BUDGET OWNER,2018-01-19 13:45:09+00:00,1514,269,7
declaration 101566,2018-01-29 12:58:07+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101566,Declaration APPROVED by BUDGET OWNER,2018-01-29 12:58:07+00:00,1558,277,7
declaration 101577,2018-01-29 12:56:33+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101577,Declaration APPROVED by BUDGET OWNER,2018-01-29 12:56:33+00:00,1569,279,7
declaration 101583,2018-01-29 12:56:04+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101583,Declaration APPROVED by BUDGET OWNER,2018-01-29 12:56:04+00:00,1575,280,7
declaration 101589,2018-01-29 12:55:31+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101589,Declaration APPROVED by BUDGET OWNER,2018-01-29 12:55:31+00:00,1581,281,7
declaration 101612,2018-01-30 12:13:30+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101612,Declaration APPROVED by BUDGET OWNER,2018-01-30 12:13:30+00:00,1603,286,7
declaration 101618,2018-01-30 12:12:56+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101618,Declaration APPROVED by BUDGET OWNER,2018-01-30 12:12:56+00:00,1609,287,7
declaration 101624,2018-02-01 10:17:32+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101624,Declaration APPROVED by BUDGET OWNER,2018-02-01 10:17:32+00:00,1615,288,7
declaration 101640,2018-02-05 09:05:25+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101640,Declaration APPROVED by BUDGET OWNER,2018-02-05 09:05:25+00:00,1631,291,7
declaration 101661,2018-02-01 12:40:59+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101661,Declaration APPROVED by BUDGET OWNER,2018-02-01 12:40:59+00:00,1656,295,7
declaration 101676,2018-01-22 14:37:21+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101676,Declaration APPROVED by BUDGET OWNER,2018-01-22 14:37:21+00:00,1667,297,7
declaration 101682,2018-01-22 14:35:47+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101682,Declaration APPROVED by BUDGET OWNER,2018-01-22 14:35:47+00:00,1673,298,7
declaration 101736,2018-02-12 08:32:55+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101736,Declaration APPROVED by BUDGET OWNER,2018-02-12 08:32:55+00:00,1727,308,7
declaration 101747,2018-02-01 11:26:27+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101747,Declaration APPROVED by BUDGET OWNER,2018-02-01 11:26:27+00:00,1738,310,7
declaration 101763,2018-02-01 11:24:40+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101763,Declaration APPROVED by BUDGET OWNER,2018-02-01 11:24:40+00:00,1754,313,7
declaration 101769,2018-02-01 09:38:38+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101769,Declaration APPROVED by BUDGET OWNER,2018-02-01 09:38:38+00:00,1760,314,7
declaration 101775,2018-02-05 09:00:31+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101775,Declaration APPROVED by BUDGET OWNER,2018-02-05 09:00:31+00:00,1766,315,7
declaration 101781,2018-02-05 07:09:42+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101781,Declaration APPROVED by BUDGET OWNER,2018-02-05 07:09:42+00:00,1772,316,7
declaration 101791,2018-02-05 07:06:55+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101791,Declaration APPROVED by BUDGET OWNER,2018-02-05 07:06:55+00:00,1781,318,7
declaration 101797,2018-02-05 13:47:28+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101797,Declaration APPROVED by BUDGET OWNER,2018-02-05 13:47:28+00:00,1787,319,7
declaration 101877,2018-01-10 14:53:21+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101877,Declaration APPROVED by BUDGET OWNER,2018-01-10 14:53:21+00:00,1867,334,7
declaration 101931,2018-01-16 10:38:47+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101931,Declaration APPROVED by BUDGET OWNER,2018-01-16 10:38:47+00:00,1920,344,7
declaration 101947,2018-02-05 13:43:01+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101947,Declaration APPROVED by BUDGET OWNER,2018-02-05 13:43:01+00:00,1936,346,7
declaration 101953,2018-04-03 12:13:35+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101953,Declaration APPROVED by BUDGET OWNER,2018-04-03 12:13:35+00:00,1946,347,7
declaration 101968,2018-02-05 13:37:05+00:00,Declaration APPROVED by BUDGET OWNER,declaration 101968,Declaration APPROVED by BUDGET OWNER,2018-02-05 13:37:05+00:00,1957,349,7
declaration 102002,2018-01-08 10:13:43+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102002,Declaration APPROVED by BUDGET OWNER,2018-01-08 10:13:43+00:00,1990,355,7
declaration 102008,2018-01-08 12:04:18+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102008,Declaration APPROVED by BUDGET OWNER,2018-01-08 12:04:18+00:00,1996,356,7
declaration 102027,2018-01-09 14:01:02+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102027,Declaration APPROVED by BUDGET OWNER,2018-01-09 14:01:02+00:00,2018,359,7
declaration 102036,2018-01-09 14:07:28+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102036,Declaration APPROVED by BUDGET OWNER,2018-01-09 14:07:28+00:00,2024,360,7
declaration 102063,2018-01-15 07:47:46+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102063,Declaration APPROVED by BUDGET OWNER,2018-01-15 07:47:46+00:00,2049,366,7
declaration 102069,2018-02-05 10:08:06+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102069,Declaration APPROVED by BUDGET OWNER,2018-02-05 10:08:06+00:00,2055,367,7
declaration 102080,2018-02-05 10:46:01+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102080,Declaration APPROVED by BUDGET OWNER,2018-02-05 10:46:01+00:00,2066,369,7
declaration 102086,2018-02-05 11:34:50+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102086,Declaration APPROVED by BUDGET OWNER,2018-02-05 11:34:50+00:00,2072,370,7
declaration 102097,2018-02-05 13:28:30+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102097,Declaration APPROVED by BUDGET OWNER,2018-02-05 13:28:30+00:00,2083,372,7
declaration 102133,2018-02-07 12:45:09+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102133,Declaration APPROVED by BUDGET OWNER,2018-02-07 12:45:09+00:00,2118,379,7
declaration 102196,2018-02-07 06:27:39+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102196,Declaration APPROVED by BUDGET OWNER,2018-02-07 06:27:39+00:00,2180,391,7
declaration 102202,2018-02-07 11:24:53+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102202,Declaration APPROVED by BUDGET OWNER,2018-02-07 11:24:53+00:00,2186,392,7
declaration 102208,2018-02-08 11:14:49+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102208,Declaration APPROVED by BUDGET OWNER,2018-02-08 11:14:49+00:00,2195,393,7
declaration 102250,2018-02-08 06:40:49+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102250,Declaration APPROVED by BUDGET OWNER,2018-02-08 06:40:49+00:00,2234,400,7
declaration 102273,2018-02-13 15:34:32+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102273,Declaration APPROVED by BUDGET OWNER,2018-02-13 15:34:32+00:00,2256,405,7
declaration 102317,2018-02-08 10:09:46+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102317,Declaration APPROVED by BUDGET OWNER,2018-02-08 10:09:46+00:00,2298,414,7
declaration 102323,2018-01-10 14:57:11+00:00,Declaration APPROVED by BUDGET OWNER,declaration 102323,Declaration APPROVED by BUDGET OWNER,2018-01-10 14:57:11+00:00,2304,415,7
