case_id;timestamp;activity;case:concept:name;concept:name;time:timestamp;@@index;@@case_index;cluster
declaration 86576;2017-01-12 15:39:59+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86576;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-12 15:39:59+00:00;43135;7681;0
declaration 86576;2017-01-13 13:06:58+00:00;Request Payment;declaration 86576;Request Payment;2017-01-13 13:06:58+00:00;43136;7681;0
declaration 86576;2017-01-16 16:32:14+00:00;Payment Handled;declaration 86576;Payment Handled;2017-01-16 16:32:14+00:00;43137;7681;0
declaration 86580;2017-01-13 14:50:28+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86580;Declaration SUBMITTED by EMPLOYEE;2017-01-13 14:50:28+00:00;43138;7682;0
declaration 86580;2017-01-13 14:52:06+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86580;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-13 14:52:06+00:00;43139;7682;0
declaration 86580;2017-01-16 09:00:37+00:00;Request Payment;declaration 86580;Request Payment;2017-01-16 09:00:37+00:00;43140;7682;0
declaration 86580;2017-01-19 16:31:49+00:00;Payment Handled;declaration 86580;Payment Handled;2017-01-19 16:31:49+00:00;43141;7682;0
declaration 86584;2017-01-13 17:42:03+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86584;Declaration SUBMITTED by EMPLOYEE;2017-01-13 17:42:03+00:00;43142;7683;0
declaration 86584;2017-01-13 17:47:27+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86584;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-13 17:47:27+00:00;43143;7683;0
declaration 86584;2017-01-16 08:59:40+00:00;Request Payment;declaration 86584;Request Payment;2017-01-16 08:59:40+00:00;43144;7683;0
declaration 86584;2017-01-19 16:31:49+00:00;Payment Handled;declaration 86584;Payment Handled;2017-01-19 16:31:49+00:00;43145;7683;0
declaration 86588;2017-01-15 22:38:01+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86588;Declaration SUBMITTED by EMPLOYEE;2017-01-15 22:38:01+00:00;43146;7684;0
declaration 86588;2017-01-15 22:39:30+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86588;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-15 22:39:30+00:00;43147;7684;0
declaration 86588;2017-01-18 08:41:20+00:00;Request Payment;declaration 86588;Request Payment;2017-01-18 08:41:20+00:00;43148;7684;0
declaration 86588;2017-02-16 16:31:48+00:00;Payment Handled;declaration 86588;Payment Handled;2017-02-16 16:31:48+00:00;43149;7684;0
declaration 86592;2017-01-16 07:35:41+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86592;Declaration SUBMITTED by EMPLOYEE;2017-01-16 07:35:41+00:00;43150;7685;0
declaration 86592;2017-01-16 07:35:51+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86592;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-16 07:35:51+00:00;43151;7685;0
declaration 86592;2017-01-25 09:29:36+00:00;Request Payment;declaration 86592;Request Payment;2017-01-25 09:29:36+00:00;43152;7685;0
declaration 86592;2017-01-30 16:31:35+00:00;Payment Handled;declaration 86592;Payment Handled;2017-01-30 16:31:35+00:00;43153;7685;0
declaration 86596;2017-01-17 09:30:00+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86596;Declaration SUBMITTED by EMPLOYEE;2017-01-17 09:30:00+00:00;43154;7686;0
declaration 86596;2017-01-17 09:30:33+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86596;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-17 09:30:33+00:00;43155;7686;0
declaration 86596;2017-01-20 07:56:30+00:00;Request Payment;declaration 86596;Request Payment;2017-01-20 07:56:30+00:00;43156;7686;0
declaration 86596;2017-01-23 16:32:00+00:00;Payment Handled;declaration 86596;Payment Handled;2017-01-23 16:32:00+00:00;43157;7686;0
declaration 86600;2017-01-17 09:51:09+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86600;Declaration SUBMITTED by EMPLOYEE;2017-01-17 09:51:09+00:00;43158;7687;0
declaration 86600;2017-01-17 09:51:45+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86600;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-17 09:51:45+00:00;43159;7687;0
declaration 86600;2017-01-19 14:16:17+00:00;Request Payment;declaration 86600;Request Payment;2017-01-19 14:16:17+00:00;43160;7687;0
declaration 86600;2017-01-23 16:32:00+00:00;Payment Handled;declaration 86600;Payment Handled;2017-01-23 16:32:00+00:00;43161;7687;0
declaration 86604;2017-01-17 09:51:37+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86604;Declaration SUBMITTED by EMPLOYEE;2017-01-17 09:51:37+00:00;43162;7688;0
declaration 86604;2017-01-17 09:53:09+00:00;Declaration REJECTED by SUPERVISOR;declaration 86604;Declaration REJECTED by SUPERVISOR;2017-01-17 09:53:09+00:00;43163;7688;0
declaration 86604;2017-01-20 08:05:00+00:00;Declaration REJECTED by EMPLOYEE;declaration 86604;Declaration REJECTED by EMPLOYEE;2017-01-20 08:05:00+00:00;43164;7688;0
declaration 86604;2017-01-20 15:30:13+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86604;Declaration SUBMITTED by EMPLOYEE;2017-01-20 15:30:13+00:00;43165;7688;0
declaration 86604;2017-01-20 15:30:38+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86604;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-20 15:30:38+00:00;43166;7688;0
declaration 86604;2017-01-23 13:47:36+00:00;Request Payment;declaration 86604;Request Payment;2017-01-23 13:47:36+00:00;43167;7688;0
declaration 86604;2017-01-26 16:30:39+00:00;Payment Handled;declaration 86604;Payment Handled;2017-01-26 16:30:39+00:00;43168;7688;0
declaration 86611;2017-06-01 07:47:34+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86611;Declaration SUBMITTED by EMPLOYEE;2017-06-01 07:47:34+00:00;43169;7689;0
declaration 86611;2017-06-01 07:47:36+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86611;Declaration FINAL_APPROVED by SUPERVISOR;2017-06-01 07:47:36+00:00;43170;7689;0
declaration 86611;2017-06-01 12:58:54+00:00;Request Payment;declaration 86611;Request Payment;2017-06-01 12:58:54+00:00;43171;7689;0
declaration 86611;2017-06-08 15:30:52+00:00;Payment Handled;declaration 86611;Payment Handled;2017-06-08 15:30:52+00:00;43172;7689;0
declaration 86615;2017-01-18 10:51:45+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86615;Declaration SUBMITTED by EMPLOYEE;2017-01-18 10:51:45+00:00;43173;7690;0
declaration 86615;2017-01-18 10:55:29+00:00;Declaration APPROVED by PRE_APPROVER;declaration 86615;Declaration APPROVED by PRE_APPROVER;2017-01-18 10:55:29+00:00;43174;7690;0
declaration 86615;2017-01-19 08:10:42+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86615;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-19 08:10:42+00:00;43175;7690;0
declaration 86615;2017-01-19 12:37:47+00:00;Request Payment;declaration 86615;Request Payment;2017-01-19 12:37:47+00:00;43176;7690;0
declaration 86615;2017-01-23 16:32:00+00:00;Payment Handled;declaration 86615;Payment Handled;2017-01-23 16:32:00+00:00;43177;7690;0
declaration 86632;2017-01-18 12:50:29+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86632;Declaration SUBMITTED by EMPLOYEE;2017-01-18 12:50:29+00:00;43190;7692;0
declaration 86632;2017-01-19 12:51:22+00:00;Declaration APPROVED by PRE_APPROVER;declaration 86632;Declaration APPROVED by PRE_APPROVER;2017-01-19 12:51:22+00:00;43191;7692;0
declaration 86632;2017-01-19 13:00:15+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86632;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-19 13:00:15+00:00;43192;7692;0
declaration 86632;2017-01-24 11:54:35+00:00;Declaration REJECTED by MISSING;declaration 86632;Declaration REJECTED by MISSING;2017-01-24 11:54:35+00:00;43193;7692;0
declaration 86632;2017-01-24 13:43:34+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86632;Declaration SUBMITTED by EMPLOYEE;2017-01-24 13:43:34+00:00;43194;7692;0
declaration 86632;2017-01-24 13:44:45+00:00;Declaration APPROVED by PRE_APPROVER;declaration 86632;Declaration APPROVED by PRE_APPROVER;2017-01-24 13:44:45+00:00;43195;7692;0
declaration 86632;2017-01-24 13:45:18+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86632;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-24 13:45:18+00:00;43196;7692;0
declaration 86632;2017-01-27 09:53:36+00:00;Request Payment;declaration 86632;Request Payment;2017-01-27 09:53:36+00:00;43197;7692;0
declaration 86632;2017-01-30 16:31:35+00:00;Payment Handled;declaration 86632;Payment Handled;2017-01-30 16:31:35+00:00;43198;7692;0
declaration 86641;2017-01-19 08:18:59+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86641;Declaration SUBMITTED by EMPLOYEE;2017-01-19 08:18:59+00:00;43199;7693;0
declaration 86641;2017-01-19 08:19:53+00:00;Declaration APPROVED by PRE_APPROVER;declaration 86641;Declaration APPROVED by PRE_APPROVER;2017-01-19 08:19:53+00:00;43200;7693;0
declaration 86641;2017-01-19 11:30:53+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86641;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-19 11:30:53+00:00;43201;7693;0
declaration 86641;2017-01-23 13:47:08+00:00;Request Payment;declaration 86641;Request Payment;2017-01-23 13:47:08+00:00;43202;7693;0
declaration 86641;2017-01-26 16:30:39+00:00;Payment Handled;declaration 86641;Payment Handled;2017-01-26 16:30:39+00:00;43203;7693;0
declaration 86646;2017-01-19 10:15:02+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86646;Declaration SUBMITTED by EMPLOYEE;2017-01-19 10:15:02+00:00;43204;7694;0
declaration 86646;2017-01-19 10:15:12+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86646;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-19 10:15:12+00:00;43205;7694;0
declaration 86646;2017-01-23 09:05:38+00:00;Request Payment;declaration 86646;Request Payment;2017-01-23 09:05:38+00:00;43206;7694;0
declaration 86646;2017-01-26 16:30:39+00:00;Payment Handled;declaration 86646;Payment Handled;2017-01-26 16:30:39+00:00;43207;7694;0
declaration 86650;2017-01-19 12:52:10+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86650;Declaration SUBMITTED by EMPLOYEE;2017-01-19 12:52:10+00:00;43208;7695;0
declaration 86650;2017-01-19 12:59:33+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86650;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-19 12:59:33+00:00;43209;7695;0
declaration 86650;2017-01-20 09:45:59+00:00;Request Payment;declaration 86650;Request Payment;2017-01-20 09:45:59+00:00;43210;7695;0
declaration 86650;2017-01-23 16:32:00+00:00;Payment Handled;declaration 86650;Payment Handled;2017-01-23 16:32:00+00:00;43211;7695;0
declaration 86654;2017-01-19 12:53:43+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86654;Declaration SUBMITTED by EMPLOYEE;2017-01-19 12:53:43+00:00;43212;7696;0
declaration 86654;2017-01-19 12:54:05+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86654;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-19 12:54:05+00:00;43213;7696;0
declaration 86654;2017-01-19 15:22:44+00:00;Request Payment;declaration 86654;Request Payment;2017-01-19 15:22:44+00:00;43214;7696;0
declaration 86654;2017-01-23 16:32:00+00:00;Payment Handled;declaration 86654;Payment Handled;2017-01-23 16:32:00+00:00;43215;7696;0
declaration 86658;2017-01-19 13:23:02+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86658;Declaration SUBMITTED by EMPLOYEE;2017-01-19 13:23:02+00:00;43216;7697;0
declaration 86658;2017-01-19 13:34:45+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86658;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-19 13:34:45+00:00;43217;7697;0
declaration 86658;2017-01-20 09:48:04+00:00;Request Payment;declaration 86658;Request Payment;2017-01-20 09:48:04+00:00;43218;7697;0
declaration 86658;2017-01-23 16:32:00+00:00;Payment Handled;declaration 86658;Payment Handled;2017-01-23 16:32:00+00:00;43219;7697;0
declaration 86664;2017-01-20 07:17:31+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86664;Declaration SUBMITTED by EMPLOYEE;2017-01-20 07:17:31+00:00;43221;7699;0
declaration 86664;2017-01-20 07:17:45+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86664;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-20 07:17:45+00:00;43222;7699;0
declaration 86664;2017-01-25 09:29:14+00:00;Request Payment;declaration 86664;Request Payment;2017-01-25 09:29:14+00:00;43223;7699;0
declaration 86664;2017-01-30 16:31:35+00:00;Payment Handled;declaration 86664;Payment Handled;2017-01-30 16:31:35+00:00;43224;7699;0
declaration 86668;2017-01-20 08:27:47+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86668;Declaration SUBMITTED by EMPLOYEE;2017-01-20 08:27:47+00:00;43225;7700;0
declaration 86668;2017-01-20 08:31:34+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86668;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-20 08:31:34+00:00;43226;7700;0
declaration 86668;2017-01-20 11:12:42+00:00;Request Payment;declaration 86668;Request Payment;2017-01-20 11:12:42+00:00;43227;7700;0
declaration 86668;2017-01-23 16:32:00+00:00;Payment Handled;declaration 86668;Payment Handled;2017-01-23 16:32:00+00:00;43228;7700;0
declaration 86672;2017-01-20 09:54:08+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86672;Declaration SUBMITTED by EMPLOYEE;2017-01-20 09:54:08+00:00;43229;7701;0
declaration 86672;2017-01-20 09:54:15+00:00;Declaration APPROVED by PRE_APPROVER;declaration 86672;Declaration APPROVED by PRE_APPROVER;2017-01-20 09:54:15+00:00;43230;7701;0
declaration 86672;2017-01-20 14:39:52+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86672;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-20 14:39:52+00:00;43231;7701;0
declaration 86672;2017-01-27 09:21:59+00:00;Request Payment;declaration 86672;Request Payment;2017-01-27 09:21:59+00:00;43232;7701;0
declaration 86672;2017-01-30 16:31:35+00:00;Payment Handled;declaration 86672;Payment Handled;2017-01-30 16:31:35+00:00;43233;7701;0
declaration 86677;2017-01-20 10:25:50+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86677;Declaration SUBMITTED by EMPLOYEE;2017-01-20 10:25:50+00:00;43234;7702;0
declaration 86677;2017-01-20 10:26:05+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86677;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-20 10:26:05+00:00;43235;7702;0
declaration 86677;2017-01-25 09:28:52+00:00;Request Payment;declaration 86677;Request Payment;2017-01-25 09:28:52+00:00;43236;7702;0
declaration 86677;2017-01-30 16:31:35+00:00;Payment Handled;declaration 86677;Payment Handled;2017-01-30 16:31:35+00:00;43237;7702;0
declaration 86681;2017-01-20 10:26:26+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86681;Declaration SUBMITTED by EMPLOYEE;2017-01-20 10:26:26+00:00;43238;7703;0
declaration 86681;2017-01-24 10:35:58+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86681;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-24 10:35:58+00:00;43239;7703;0
declaration 86681;2017-01-27 11:06:38+00:00;Request Payment;declaration 86681;Request Payment;2017-01-27 11:06:38+00:00;43240;7703;0
declaration 86681;2017-01-30 16:31:35+00:00;Payment Handled;declaration 86681;Payment Handled;2017-01-30 16:31:35+00:00;43241;7703;0
declaration 86685;2017-01-20 10:47:08+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86685;Declaration SUBMITTED by EMPLOYEE;2017-01-20 10:47:08+00:00;43242;7704;0
declaration 86685;2017-01-20 14:32:16+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86685;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-20 14:32:16+00:00;43243;7704;0
declaration 86685;2017-01-27 09:54:38+00:00;Request Payment;declaration 86685;Request Payment;2017-01-27 09:54:38+00:00;43244;7704;0
declaration 86685;2017-01-30 16:31:35+00:00;Payment Handled;declaration 86685;Payment Handled;2017-01-30 16:31:35+00:00;43245;7704;0
declaration 86689;2017-01-23 07:39:02+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86689;Declaration SUBMITTED by EMPLOYEE;2017-01-23 07:39:02+00:00;43246;7705;0
declaration 86689;2017-01-23 07:42:47+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86689;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-23 07:42:47+00:00;43247;7705;0
declaration 86689;2017-01-30 09:34:28+00:00;Request Payment;declaration 86689;Request Payment;2017-01-30 09:34:28+00:00;43248;7705;0
declaration 86689;2017-02-02 16:32:43+00:00;Payment Handled;declaration 86689;Payment Handled;2017-02-02 16:32:43+00:00;43249;7705;0
declaration 86693;2017-01-23 10:44:59+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86693;Declaration SUBMITTED by EMPLOYEE;2017-01-23 10:44:59+00:00;43250;7706;0
declaration 86693;2017-01-23 10:58:05+00:00;Declaration APPROVED by PRE_APPROVER;declaration 86693;Declaration APPROVED by PRE_APPROVER;2017-01-23 10:58:05+00:00;43251;7706;0
declaration 86693;2017-01-24 12:19:46+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86693;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-24 12:19:46+00:00;43252;7706;0
declaration 86693;2017-01-24 13:51:37+00:00;Request Payment;declaration 86693;Request Payment;2017-01-24 13:51:37+00:00;43253;7706;0
declaration 86693;2017-01-26 16:30:39+00:00;Payment Handled;declaration 86693;Payment Handled;2017-01-26 16:30:39+00:00;43254;7706;0
declaration 86698;2017-06-01 07:48:30+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86698;Declaration SUBMITTED by EMPLOYEE;2017-06-01 07:48:30+00:00;43255;7707;0
declaration 86698;2017-06-01 07:48:39+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86698;Declaration FINAL_APPROVED by SUPERVISOR;2017-06-01 07:48:39+00:00;43256;7707;0
declaration 86698;2017-06-01 12:58:25+00:00;Request Payment;declaration 86698;Request Payment;2017-06-01 12:58:25+00:00;43257;7707;0
declaration 86698;2017-06-08 15:30:52+00:00;Payment Handled;declaration 86698;Payment Handled;2017-06-08 15:30:52+00:00;43258;7707;0
declaration 86704;2017-06-01 07:43:24+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86704;Declaration SUBMITTED by EMPLOYEE;2017-06-01 07:43:24+00:00;43260;7709;0
declaration 86704;2017-06-01 07:43:27+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86704;Declaration FINAL_APPROVED by SUPERVISOR;2017-06-01 07:43:27+00:00;43261;7709;0
declaration 86704;2017-06-01 12:58:54+00:00;Request Payment;declaration 86704;Request Payment;2017-06-01 12:58:54+00:00;43262;7709;0
declaration 86704;2017-06-08 15:30:52+00:00;Payment Handled;declaration 86704;Payment Handled;2017-06-08 15:30:52+00:00;43263;7709;0
declaration 86708;2017-01-18 08:05:04+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86708;Declaration SUBMITTED by EMPLOYEE;2017-01-18 08:05:04+00:00;43264;7710;0
declaration 86708;2017-01-18 08:05:20+00:00;Declaration REJECTED by PRE_APPROVER;declaration 86708;Declaration REJECTED by PRE_APPROVER;2017-01-18 08:05:20+00:00;43265;7710;0
declaration 86708;2017-01-18 08:29:42+00:00;Declaration REJECTED by EMPLOYEE;declaration 86708;Declaration REJECTED by EMPLOYEE;2017-01-18 08:29:42+00:00;43266;7710;0
declaration 86708;2017-01-18 10:07:02+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86708;Declaration SUBMITTED by EMPLOYEE;2017-01-18 10:07:02+00:00;43267;7710;0
declaration 86708;2017-01-18 10:07:35+00:00;Declaration APPROVED by PRE_APPROVER;declaration 86708;Declaration APPROVED by PRE_APPROVER;2017-01-18 10:07:35+00:00;43268;7710;0
declaration 86708;2017-01-18 10:43:52+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86708;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-18 10:43:52+00:00;43269;7710;0
declaration 86708;2017-01-19 15:22:12+00:00;Request Payment;declaration 86708;Request Payment;2017-01-19 15:22:12+00:00;43270;7710;0
declaration 86708;2017-01-23 16:32:00+00:00;Payment Handled;declaration 86708;Payment Handled;2017-01-23 16:32:00+00:00;43271;7710;0
declaration 86716;2017-01-09 14:10:05+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86716;Declaration SUBMITTED by EMPLOYEE;2017-01-09 14:10:05+00:00;43272;7711;0
declaration 86716;2017-01-09 14:11:23+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86716;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-09 14:11:23+00:00;43273;7711;0
declaration 86716;2017-01-13 13:09:36+00:00;Request Payment;declaration 86716;Request Payment;2017-01-13 13:09:36+00:00;43274;7711;0
declaration 86716;2017-01-16 16:32:14+00:00;Payment Handled;declaration 86716;Payment Handled;2017-01-16 16:32:14+00:00;43275;7711;0
declaration 86731;2017-01-09 10:24:20+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86731;Declaration SUBMITTED by EMPLOYEE;2017-01-09 10:24:20+00:00;43287;7713;0
declaration 86731;2017-01-09 10:37:23+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86731;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-09 10:37:23+00:00;43288;7713;0
declaration 86731;2017-01-11 13:37:18+00:00;Request Payment;declaration 86731;Request Payment;2017-01-11 13:37:18+00:00;43289;7713;0
declaration 86731;2017-01-16 16:32:14+00:00;Payment Handled;declaration 86731;Payment Handled;2017-01-16 16:32:14+00:00;43290;7713;0
declaration 86735;2017-01-09 10:30:26+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86735;Declaration SUBMITTED by EMPLOYEE;2017-01-09 10:30:26+00:00;43291;7714;0
declaration 86735;2017-01-09 10:37:18+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86735;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-09 10:37:18+00:00;43292;7714;0
declaration 86735;2017-01-11 13:37:18+00:00;Request Payment;declaration 86735;Request Payment;2017-01-11 13:37:18+00:00;43293;7714;0
declaration 86735;2017-01-16 16:32:14+00:00;Payment Handled;declaration 86735;Payment Handled;2017-01-16 16:32:14+00:00;43294;7714;0
declaration 86739;2017-01-10 10:50:59+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86739;Declaration SUBMITTED by EMPLOYEE;2017-01-10 10:50:59+00:00;43295;7715;0
declaration 86739;2017-01-10 10:51:02+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86739;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-10 10:51:02+00:00;43296;7715;0
declaration 86739;2017-01-10 14:46:59+00:00;Declaration REJECTED by MISSING;declaration 86739;Declaration REJECTED by MISSING;2017-01-10 14:46:59+00:00;43297;7715;0
declaration 86739;2017-01-17 14:59:44+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86739;Declaration SUBMITTED by EMPLOYEE;2017-01-17 14:59:44+00:00;43298;7715;0
declaration 86739;2017-01-17 14:59:47+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86739;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-17 14:59:47+00:00;43299;7715;0
declaration 86739;2017-01-18 08:38:13+00:00;Request Payment;declaration 86739;Request Payment;2017-01-18 08:38:13+00:00;43300;7715;0
declaration 86739;2017-01-23 16:32:00+00:00;Payment Handled;declaration 86739;Payment Handled;2017-01-23 16:32:00+00:00;43301;7715;0
declaration 86746;2017-01-10 11:55:00+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86746;Declaration SUBMITTED by EMPLOYEE;2017-01-10 11:55:00+00:00;43302;7716;0
declaration 86746;2017-01-10 11:55:11+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86746;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-10 11:55:11+00:00;43303;7716;0
declaration 86746;2017-01-12 08:02:17+00:00;Request Payment;declaration 86746;Request Payment;2017-01-12 08:02:17+00:00;43304;7716;0
declaration 86746;2017-01-16 16:32:14+00:00;Payment Handled;declaration 86746;Payment Handled;2017-01-16 16:32:14+00:00;43305;7716;0
declaration 86752;2017-01-10 13:09:02+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 86752;Declaration SUBMITTED by EMPLOYEE;2017-01-10 13:09:02+00:00;43307;7718;0
declaration 86752;2017-01-10 13:10:16+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 86752;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-10 13:10:16+00:00;43308;7718;0
