case_id;timestamp;activity;case:concept:name;concept:name;time:timestamp;@@index;@@case_index;cluster
declaration 100941;2018-02-22 11:05:49+00:00;Declaration REJECTED by EMPLOYEE;declaration 100941;Declaration REJECTED by EMPLOYEE;2018-02-22 11:05:49+00:00;937;168;1
declaration 100941;2018-02-26 13:33:29+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 100941;Declaration SUBMITTED by EMPLOYEE;2018-02-26 13:33:29+00:00;938;168;1
declaration 100941;2018-02-26 13:33:32+00:00;Declaration APPROVED by ADMINISTRATION;declaration 100941;Declaration APPROVED by ADMINISTRATION;2018-02-26 13:33:32+00:00;939;168;1
declaration 100941;2018-02-26 13:43:02+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 100941;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-26 13:43:02+00:00;940;168;1
declaration 100941;2018-02-27 08:04:23+00:00;Request Payment;declaration 100941;Request Payment;2018-02-27 08:04:23+00:00;941;168;1
declaration 100941;2018-03-01 16:31:25+00:00;Payment Handled;declaration 100941;Payment Handled;2018-03-01 16:31:25+00:00;942;168;1
declaration 101070;2018-02-23 15:13:52+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101070;Declaration SUBMITTED by EMPLOYEE;2018-02-23 15:13:52+00:00;1064;189;1
declaration 101070;2018-02-23 15:23:41+00:00;Declaration REJECTED by ADMINISTRATION;declaration 101070;Declaration REJECTED by ADMINISTRATION;2018-02-23 15:23:41+00:00;1065;189;1
declaration 101070;2018-02-28 13:05:11+00:00;Declaration REJECTED by EMPLOYEE;declaration 101070;Declaration REJECTED by EMPLOYEE;2018-02-28 13:05:11+00:00;1066;189;1
declaration 101070;2018-03-01 11:21:17+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101070;Declaration SUBMITTED by EMPLOYEE;2018-03-01 11:21:17+00:00;1067;189;1
declaration 101070;2018-03-01 12:04:02+00:00;Declaration APPROVED by ADMINISTRATION;declaration 101070;Declaration APPROVED by ADMINISTRATION;2018-03-01 12:04:02+00:00;1068;189;1
declaration 101070;2018-03-01 14:37:43+00:00;Declaration APPROVED by BUDGET OWNER;declaration 101070;Declaration APPROVED by BUDGET OWNER;2018-03-01 14:37:43+00:00;1069;189;1
declaration 101070;2018-03-08 04:15:12+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 101070;Declaration FINAL_APPROVED by SUPERVISOR;2018-03-08 04:15:12+00:00;1070;189;1
declaration 101070;2018-03-08 06:47:44+00:00;Request Payment;declaration 101070;Request Payment;2018-03-08 06:47:44+00:00;1071;189;1
declaration 101070;2018-03-12 16:31:14+00:00;Payment Handled;declaration 101070;Payment Handled;2018-03-12 16:31:14+00:00;1072;189;1
declaration 101132;2018-01-11 14:00:55+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101132;Declaration SUBMITTED by EMPLOYEE;2018-01-11 14:00:55+00:00;1126;199;1
declaration 101132;2018-01-11 14:03:31+00:00;Declaration REJECTED by ADMINISTRATION;declaration 101132;Declaration REJECTED by ADMINISTRATION;2018-01-11 14:03:31+00:00;1127;199;1
declaration 101132;2018-01-12 08:48:13+00:00;Declaration REJECTED by EMPLOYEE;declaration 101132;Declaration REJECTED by EMPLOYEE;2018-01-12 08:48:13+00:00;1128;199;1
declaration 101132;2018-01-12 10:32:56+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101132;Declaration SUBMITTED by EMPLOYEE;2018-01-12 10:32:56+00:00;1129;199;1
declaration 101132;2018-01-12 10:33:02+00:00;Declaration APPROVED by ADMINISTRATION;declaration 101132;Declaration APPROVED by ADMINISTRATION;2018-01-12 10:33:02+00:00;1130;199;1
declaration 101132;2018-01-17 12:36:43+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 101132;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-17 12:36:43+00:00;1131;199;1
declaration 101132;2018-01-18 12:54:45+00:00;Request Payment;declaration 101132;Request Payment;2018-01-18 12:54:45+00:00;1132;199;1
declaration 101132;2018-01-22 16:31:16+00:00;Payment Handled;declaration 101132;Payment Handled;2018-01-22 16:31:16+00:00;1133;199;1
declaration 101140;2018-01-11 15:40:33+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101140;Declaration SUBMITTED by EMPLOYEE;2018-01-11 15:40:33+00:00;1134;200;1
declaration 101140;2018-01-11 15:47:10+00:00;Declaration REJECTED by ADMINISTRATION;declaration 101140;Declaration REJECTED by ADMINISTRATION;2018-01-11 15:47:10+00:00;1135;200;1
declaration 101140;2018-01-15 14:41:37+00:00;Declaration REJECTED by EMPLOYEE;declaration 101140;Declaration REJECTED by EMPLOYEE;2018-01-15 14:41:37+00:00;1136;200;1
declaration 101140;2018-01-15 15:27:14+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101140;Declaration SUBMITTED by EMPLOYEE;2018-01-15 15:27:14+00:00;1137;200;1
declaration 101140;2018-01-15 15:27:36+00:00;Declaration APPROVED by ADMINISTRATION;declaration 101140;Declaration APPROVED by ADMINISTRATION;2018-01-15 15:27:36+00:00;1138;200;1
declaration 101140;2018-01-16 10:16:59+00:00;Declaration APPROVED by BUDGET OWNER;declaration 101140;Declaration APPROVED by BUDGET OWNER;2018-01-16 10:16:59+00:00;1139;200;1
declaration 101140;2018-01-25 15:41:30+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 101140;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-25 15:41:30+00:00;1140;200;1
declaration 101140;2018-01-30 14:38:47+00:00;Request Payment;declaration 101140;Request Payment;2018-01-30 14:38:47+00:00;1141;200;1
declaration 101140;2018-02-01 16:31:17+00:00;Payment Handled;declaration 101140;Payment Handled;2018-02-01 16:31:17+00:00;1142;200;1
declaration 101155;2018-01-11 15:46:31+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101155;Declaration SUBMITTED by EMPLOYEE;2018-01-11 15:46:31+00:00;1149;202;1
declaration 101155;2018-01-11 15:46:45+00:00;Declaration REJECTED by ADMINISTRATION;declaration 101155;Declaration REJECTED by ADMINISTRATION;2018-01-11 15:46:45+00:00;1150;202;1
declaration 101155;2018-01-15 14:40:16+00:00;Declaration REJECTED by EMPLOYEE;declaration 101155;Declaration REJECTED by EMPLOYEE;2018-01-15 14:40:16+00:00;1151;202;1
declaration 101155;2018-01-27 15:21:46+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101155;Declaration SUBMITTED by EMPLOYEE;2018-01-27 15:21:46+00:00;1152;202;1
declaration 101155;2018-02-02 13:33:12+00:00;Declaration APPROVED by ADMINISTRATION;declaration 101155;Declaration APPROVED by ADMINISTRATION;2018-02-02 13:33:12+00:00;1153;202;1
declaration 101155;2018-02-05 14:09:40+00:00;Declaration APPROVED by BUDGET OWNER;declaration 101155;Declaration APPROVED by BUDGET OWNER;2018-02-05 14:09:40+00:00;1154;202;1
declaration 101155;2018-02-12 04:15:34+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 101155;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-12 04:15:34+00:00;1155;202;1
declaration 101155;2018-02-12 09:32:42+00:00;Request Payment;declaration 101155;Request Payment;2018-02-12 09:32:42+00:00;1156;202;1
declaration 101155;2018-02-15 16:31:17+00:00;Payment Handled;declaration 101155;Payment Handled;2018-02-15 16:31:17+00:00;1157;202;1
declaration 101174;2018-01-12 12:44:43+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101174;Declaration SUBMITTED by EMPLOYEE;2018-01-12 12:44:43+00:00;1168;205;1
declaration 101174;2018-01-12 12:44:54+00:00;Declaration REJECTED by ADMINISTRATION;declaration 101174;Declaration REJECTED by ADMINISTRATION;2018-01-12 12:44:54+00:00;1169;205;1
declaration 101174;2018-01-15 14:37:34+00:00;Declaration REJECTED by EMPLOYEE;declaration 101174;Declaration REJECTED by EMPLOYEE;2018-01-15 14:37:34+00:00;1170;205;1
declaration 101174;2018-01-16 13:02:34+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101174;Declaration SUBMITTED by EMPLOYEE;2018-01-16 13:02:34+00:00;1171;205;1
declaration 101174;2018-01-16 13:02:37+00:00;Declaration APPROVED by ADMINISTRATION;declaration 101174;Declaration APPROVED by ADMINISTRATION;2018-01-16 13:02:37+00:00;1172;205;1
declaration 101174;2018-01-16 14:07:06+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 101174;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-16 14:07:06+00:00;1173;205;1
declaration 101174;2018-01-22 11:56:10+00:00;Request Payment;declaration 101174;Request Payment;2018-01-22 11:56:10+00:00;1174;205;1
declaration 101174;2018-01-25 16:31:07+00:00;Payment Handled;declaration 101174;Payment Handled;2018-01-25 16:31:07+00:00;1175;205;1
declaration 101428;2018-02-27 16:48:29+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101428;Declaration SUBMITTED by EMPLOYEE;2018-02-27 16:48:29+00:00;1420;252;1
declaration 101428;2018-02-27 16:49:12+00:00;Declaration REJECTED by ADMINISTRATION;declaration 101428;Declaration REJECTED by ADMINISTRATION;2018-02-27 16:49:12+00:00;1421;252;1
declaration 101428;2018-02-28 08:38:19+00:00;Declaration REJECTED by EMPLOYEE;declaration 101428;Declaration REJECTED by EMPLOYEE;2018-02-28 08:38:19+00:00;1422;252;1
declaration 101428;2018-02-28 11:18:15+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101428;Declaration SUBMITTED by EMPLOYEE;2018-02-28 11:18:15+00:00;1423;252;1
declaration 101428;2018-02-28 11:19:24+00:00;Declaration APPROVED by ADMINISTRATION;declaration 101428;Declaration APPROVED by ADMINISTRATION;2018-02-28 11:19:24+00:00;1424;252;1
declaration 101428;2018-02-28 12:23:32+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 101428;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-28 12:23:32+00:00;1425;252;1
declaration 101428;2018-03-02 08:22:18+00:00;Request Payment;declaration 101428;Request Payment;2018-03-02 08:22:18+00:00;1426;252;1
declaration 101428;2018-03-05 16:30:57+00:00;Payment Handled;declaration 101428;Payment Handled;2018-03-05 16:30:57+00:00;1427;252;1
declaration 101558;2018-01-29 08:52:28+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101558;Declaration SUBMITTED by EMPLOYEE;2018-01-29 08:52:28+00:00;1548;276;1
declaration 101558;2018-01-29 08:52:31+00:00;Declaration REJECTED by ADMINISTRATION;declaration 101558;Declaration REJECTED by ADMINISTRATION;2018-01-29 08:52:31+00:00;1549;276;1
declaration 101558;2018-01-31 13:08:09+00:00;Declaration REJECTED by EMPLOYEE;declaration 101558;Declaration REJECTED by EMPLOYEE;2018-01-31 13:08:09+00:00;1550;276;1
declaration 101558;2018-01-31 13:43:02+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101558;Declaration SUBMITTED by EMPLOYEE;2018-01-31 13:43:02+00:00;1551;276;1
declaration 101558;2018-01-31 13:43:09+00:00;Declaration APPROVED by ADMINISTRATION;declaration 101558;Declaration APPROVED by ADMINISTRATION;2018-01-31 13:43:09+00:00;1552;276;1
declaration 101558;2018-02-05 13:59:36+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 101558;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-05 13:59:36+00:00;1553;276;1
declaration 101558;2018-02-06 11:23:14+00:00;Request Payment;declaration 101558;Request Payment;2018-02-06 11:23:14+00:00;1554;276;1
declaration 101558;2018-02-08 16:31:10+00:00;Payment Handled;declaration 101558;Payment Handled;2018-02-08 16:31:10+00:00;1555;276;1
declaration 101718;2018-01-22 13:29:53+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101718;Declaration SUBMITTED by EMPLOYEE;2018-01-22 13:29:53+00:00;1707;305;1
declaration 101718;2018-01-22 13:30:26+00:00;Declaration REJECTED by ADMINISTRATION;declaration 101718;Declaration REJECTED by ADMINISTRATION;2018-01-22 13:30:26+00:00;1708;305;1
declaration 101718;2018-01-22 14:22:23+00:00;Declaration REJECTED by EMPLOYEE;declaration 101718;Declaration REJECTED by EMPLOYEE;2018-01-22 14:22:23+00:00;1709;305;1
declaration 101718;2018-01-22 15:08:53+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 101718;Declaration SUBMITTED by EMPLOYEE;2018-01-22 15:08:53+00:00;1710;305;1
declaration 101718;2018-01-22 15:09:27+00:00;Declaration APPROVED by ADMINISTRATION;declaration 101718;Declaration APPROVED by ADMINISTRATION;2018-01-22 15:09:27+00:00;1711;305;1
declaration 101718;2018-01-22 15:41:12+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 101718;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-22 15:41:12+00:00;1712;305;1
declaration 101718;2018-01-30 14:38:35+00:00;Request Payment;declaration 101718;Request Payment;2018-01-30 14:38:35+00:00;1713;305;1
declaration 101718;2018-02-01 16:31:17+00:00;Payment Handled;declaration 101718;Payment Handled;2018-02-01 16:31:17+00:00;1714;305;1
declaration 102027;2018-01-08 09:56:45+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 102027;Declaration SUBMITTED by EMPLOYEE;2018-01-08 09:56:45+00:00;2013;359;1
declaration 102027;2018-01-08 09:56:50+00:00;Declaration REJECTED by ADMINISTRATION;declaration 102027;Declaration REJECTED by ADMINISTRATION;2018-01-08 09:56:50+00:00;2014;359;1
declaration 102027;2018-01-09 12:17:40+00:00;Declaration REJECTED by EMPLOYEE;declaration 102027;Declaration REJECTED by EMPLOYEE;2018-01-09 12:17:40+00:00;2015;359;1
declaration 102027;2018-01-09 13:37:33+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 102027;Declaration SUBMITTED by EMPLOYEE;2018-01-09 13:37:33+00:00;2016;359;1
declaration 102027;2018-01-09 13:38:23+00:00;Declaration APPROVED by ADMINISTRATION;declaration 102027;Declaration APPROVED by ADMINISTRATION;2018-01-09 13:38:23+00:00;2017;359;1
declaration 102027;2018-01-09 14:01:02+00:00;Declaration APPROVED by BUDGET OWNER;declaration 102027;Declaration APPROVED by BUDGET OWNER;2018-01-09 14:01:02+00:00;2018;359;1
declaration 102027;2018-01-16 04:15:37+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 102027;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-16 04:15:37+00:00;2019;359;1
declaration 102027;2018-01-18 11:54:37+00:00;Request Payment;declaration 102027;Request Payment;2018-01-18 11:54:37+00:00;2020;359;1
declaration 102027;2018-01-22 16:31:16+00:00;Payment Handled;declaration 102027;Payment Handled;2018-01-22 16:31:16+00:00;2021;359;1
declaration 102139;2018-02-06 11:08:59+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 102139;Declaration SUBMITTED by EMPLOYEE;2018-02-06 11:08:59+00:00;2122;380;1
declaration 102139;2018-02-06 11:09:06+00:00;Declaration REJECTED by ADMINISTRATION;declaration 102139;Declaration REJECTED by ADMINISTRATION;2018-02-06 11:09:06+00:00;2123;380;1
declaration 102139;2018-02-06 12:43:24+00:00;Declaration REJECTED by EMPLOYEE;declaration 102139;Declaration REJECTED by EMPLOYEE;2018-02-06 12:43:24+00:00;2124;380;1
declaration 102139;2018-02-06 12:50:50+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 102139;Declaration SUBMITTED by EMPLOYEE;2018-02-06 12:50:50+00:00;2125;380;1
declaration 102139;2018-02-06 12:51:09+00:00;Declaration APPROVED by ADMINISTRATION;declaration 102139;Declaration APPROVED by ADMINISTRATION;2018-02-06 12:51:09+00:00;2126;380;1
declaration 102139;2018-02-06 13:14:57+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 102139;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-06 13:14:57+00:00;2127;380;1
declaration 102139;2018-02-13 10:34:48+00:00;Request Payment;declaration 102139;Request Payment;2018-02-13 10:34:48+00:00;2128;380;1
declaration 102139;2018-02-15 16:31:17+00:00;Payment Handled;declaration 102139;Payment Handled;2018-02-15 16:31:17+00:00;2129;380;1
declaration 102208;2018-02-06 15:30:37+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 102208;Declaration SUBMITTED by EMPLOYEE;2018-02-06 15:30:37+00:00;2190;393;1
declaration 102208;2018-02-06 15:33:25+00:00;Declaration REJECTED by ADMINISTRATION;declaration 102208;Declaration REJECTED by ADMINISTRATION;2018-02-06 15:33:25+00:00;2191;393;1
declaration 102208;2018-02-07 12:14:08+00:00;Declaration REJECTED by EMPLOYEE;declaration 102208;Declaration REJECTED by EMPLOYEE;2018-02-07 12:14:08+00:00;2192;393;1
declaration 102208;2018-02-07 12:50:10+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 102208;Declaration SUBMITTED by EMPLOYEE;2018-02-07 12:50:10+00:00;2193;393;1
declaration 102208;2018-02-07 12:50:12+00:00;Declaration APPROVED by ADMINISTRATION;declaration 102208;Declaration APPROVED by ADMINISTRATION;2018-02-07 12:50:12+00:00;2194;393;1
declaration 102208;2018-02-08 11:14:49+00:00;Declaration APPROVED by BUDGET OWNER;declaration 102208;Declaration APPROVED by BUDGET OWNER;2018-02-08 11:14:49+00:00;2195;393;1
declaration 102208;2018-02-15 04:15:24+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 102208;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-15 04:15:24+00:00;2196;393;1
declaration 102208;2018-02-15 07:22:25+00:00;Request Payment;declaration 102208;Request Payment;2018-02-15 07:22:25+00:00;2197;393;1
declaration 102208;2018-02-19 16:31:31+00:00;Payment Handled;declaration 102208;Payment Handled;2018-02-19 16:31:31+00:00;2198;393;1
declaration 102222;2018-02-06 17:14:14+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 102222;Declaration SUBMITTED by EMPLOYEE;2018-02-06 17:14:14+00:00;2204;395;1
declaration 102222;2018-02-06 17:14:19+00:00;Declaration REJECTED by ADMINISTRATION;declaration 102222;Declaration REJECTED by ADMINISTRATION;2018-02-06 17:14:19+00:00;2205;395;1
declaration 102222;2018-02-07 06:25:51+00:00;Declaration REJECTED by EMPLOYEE;declaration 102222;Declaration REJECTED by EMPLOYEE;2018-02-07 06:25:51+00:00;2206;395;1
declaration 102222;2018-02-07 15:13:16+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 102222;Declaration SUBMITTED by EMPLOYEE;2018-02-07 15:13:16+00:00;2207;395;1
declaration 102222;2018-02-07 15:13:21+00:00;Declaration APPROVED by ADMINISTRATION;declaration 102222;Declaration APPROVED by ADMINISTRATION;2018-02-07 15:13:21+00:00;2208;395;1
declaration 102222;2018-02-08 08:55:10+00:00;Declaration FINAL_APPROVED by SUPERVISOR;declaration 102222;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-08 08:55:10+00:00;2209;395;1
declaration 102222;2018-02-09 14:02:19+00:00;Request Payment;declaration 102222;Request Payment;2018-02-09 14:02:19+00:00;2210;395;1
declaration 102222;2018-02-12 16:31:20+00:00;Payment Handled;declaration 102222;Payment Handled;2018-02-12 16:31:20+00:00;2211;395;1
declaration 102334;2018-02-07 16:04:05+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 102334;Declaration SUBMITTED by EMPLOYEE;2018-02-07 16:04:05+00:00;2313;417;1
declaration 102334;2018-02-07 16:07:01+00:00;Declaration REJECTED by ADMINISTRATION;declaration 102334;Declaration REJECTED by ADMINISTRATION;2018-02-07 16:07:01+00:00;2314;417;1
declaration 102334;2018-02-08 07:35:49+00:00;Declaration REJECTED by EMPLOYEE;declaration 102334;Declaration REJECTED by EMPLOYEE;2018-02-08 07:35:49+00:00;2315;417;1
declaration 102334;2018-02-08 08:11:03+00:00;Declaration SUBMITTED by EMPLOYEE;declaration 102334;Declaration SUBMITTED by EMPLOYEE;2018-02-08 08:11:03+00:00;2316;417;1
