id;org:resource;concept:name;time:timestamp;org:role;case:id;case:concept:name;case:BudgetNumber;case:DeclarationNumber;case:Amount;start_timestamp;year;start_year;trace;cluster
dd_declaration 86731_20;SYSTEM;Payment Handled;2017-01-16 17:32:14+00:00;UNDEFINED;declaration 86731;declaration 86731;budget 86566;declaration number 86732;113.86204717835876;2017-01-16 17:32:14+00:00;2017;2017;Payment Handled;2
st_step 86738_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-09 11:30:26+00:00;EMPLOYEE;declaration 86735;declaration 86735;budget 86566;declaration number 86736;134.4041690919802;2017-01-09 11:30:26+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86737_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-09 11:37:18+00:00;SUPERVISOR;declaration 86735;declaration 86735;budget 86566;declaration number 86736;134.4041690919802;2017-01-09 11:37:18+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86735_19;SYSTEM;Request Payment;2017-01-11 14:37:18+00:00;UNDEFINED;declaration 86735;declaration 86735;budget 86566;declaration number 86736;134.4041690919802;2017-01-11 14:37:18+00:00;2017;2017;Request Payment;2
dd_declaration 86735_20;SYSTEM;Payment Handled;2017-01-16 17:32:14+00:00;UNDEFINED;declaration 86735;declaration 86735;budget 86566;declaration number 86736;134.4041690919802;2017-01-16 17:32:14+00:00;2017;2017;Payment Handled;2
st_step 86807_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-09 11:40:47+00:00;EMPLOYEE;declaration 86805;declaration 86805;budget 86566;declaration number 86806;443.5851633904689;2017-01-09 11:40:47+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86808_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-09 11:41:23+00:00;SUPERVISOR;declaration 86805;declaration 86805;budget 86566;declaration number 86806;443.5851633904689;2017-01-09 11:41:23+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86805_19;SYSTEM;Request Payment;2017-01-25 10:31:31+00:00;UNDEFINED;declaration 86805;declaration 86805;budget 86566;declaration number 86806;443.5851633904689;2017-01-25 10:31:31+00:00;2017;2017;Request Payment;2
dd_declaration 86805_20;SYSTEM;Payment Handled;2017-01-30 17:31:35+00:00;UNDEFINED;declaration 86805;declaration 86805;budget 86566;declaration number 86806;443.5851633904689;2017-01-30 17:31:35+00:00;2017;2017;Payment Handled;2
st_step 86819_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-09 14:51:44+00:00;EMPLOYEE;declaration 86816;declaration 86816;budget 86566;declaration number 86817;29.951677823270586;2017-01-09 14:51:44+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86818_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-09 14:52:05+00:00;SUPERVISOR;declaration 86816;declaration 86816;budget 86566;declaration number 86817;29.951677823270586;2017-01-09 14:52:05+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86816_19;SYSTEM;Request Payment;2017-01-11 09:04:31+00:00;UNDEFINED;declaration 86816;declaration 86816;budget 86566;declaration number 86817;29.951677823270586;2017-01-11 09:04:31+00:00;2017;2017;Request Payment;2
dd_declaration 86816_20;SYSTEM;Payment Handled;2017-01-16 17:32:14+00:00;UNDEFINED;declaration 86816;declaration 86816;budget 86566;declaration number 86817;29.951677823270586;2017-01-16 17:32:14+00:00;2017;2017;Payment Handled;2
st_step 86719_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-09 15:10:05+00:00;EMPLOYEE;declaration 86716;declaration 86716;budget 86566;declaration number 86717;22.765520937670562;2017-01-09 15:10:05+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86718_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-09 15:11:23+00:00;SUPERVISOR;declaration 86716;declaration 86716;budget 86566;declaration number 86717;22.765520937670562;2017-01-09 15:11:23+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86716_19;SYSTEM;Request Payment;2017-01-13 14:09:36+00:00;UNDEFINED;declaration 86716;declaration 86716;budget 86566;declaration number 86717;22.765520937670562;2017-01-13 14:09:36+00:00;2017;2017;Request Payment;2
dd_declaration 86716_20;SYSTEM;Payment Handled;2017-01-16 17:32:14+00:00;UNDEFINED;declaration 86716;declaration 86716;budget 86566;declaration number 86717;22.765520937670562;2017-01-16 17:32:14+00:00;2017;2017;Payment Handled;2
st_step 86822_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-10 10:04:52+00:00;EMPLOYEE;declaration 86820;declaration 86820;budget 86566;declaration number 86821;79.19288484664766;2017-01-10 10:04:52+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86823_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-10 10:05:02+00:00;SUPERVISOR;declaration 86820;declaration 86820;budget 86566;declaration number 86821;79.19288484664766;2017-01-10 10:05:02+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86820_19;SYSTEM;Request Payment;2017-01-17 15:35:05+00:00;UNDEFINED;declaration 86820;declaration 86820;budget 86566;declaration number 86821;79.19288484664766;2017-01-17 15:35:05+00:00;2017;2017;Request Payment;2
dd_declaration 86820_20;SYSTEM;Payment Handled;2017-01-19 17:31:49+00:00;UNDEFINED;declaration 86820;declaration 86820;budget 86566;declaration number 86821;79.19288484664766;2017-01-19 17:31:49+00:00;2017;2017;Payment Handled;2
st_step 86827_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-10 10:52:07+00:00;EMPLOYEE;declaration 86824;declaration 86824;budget 86566;declaration number 86825;190.4269720072961;2017-01-10 10:52:07+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86826_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-12 12:06:07+00:00;SUPERVISOR;declaration 86824;declaration 86824;budget 86566;declaration number 86825;190.4269720072961;2017-01-12 12:06:07+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86824_19;SYSTEM;Request Payment;2017-01-16 14:21:49+00:00;UNDEFINED;declaration 86824;declaration 86824;budget 86566;declaration number 86825;190.4269720072961;2017-01-16 14:21:49+00:00;2017;2017;Request Payment;2
dd_declaration 86824_20;SYSTEM;Payment Handled;2017-01-19 17:31:49+00:00;UNDEFINED;declaration 86824;declaration 86824;budget 86566;declaration number 86825;190.4269720072961;2017-01-19 17:31:49+00:00;2017;2017;Payment Handled;2
st_step 86831_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-10 11:46:39+00:00;EMPLOYEE;declaration 86828;declaration 86828;budget 86566;declaration number 86829;26.525495718025063;2017-01-10 11:46:39+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86830_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-10 11:46:45+00:00;SUPERVISOR;declaration 86828;declaration 86828;budget 86566;declaration number 86829;26.525495718025063;2017-01-10 11:46:45+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86828_19;SYSTEM;Request Payment;2017-01-10 15:39:15+00:00;UNDEFINED;declaration 86828;declaration 86828;budget 86566;declaration number 86829;26.525495718025063;2017-01-10 15:39:15+00:00;2017;2017;Request Payment;2
dd_declaration 86828_20;SYSTEM;Payment Handled;2017-01-12 17:31:22+00:00;UNDEFINED;declaration 86828;declaration 86828;budget 86566;declaration number 86829;26.525495718025063;2017-01-12 17:31:22+00:00;2017;2017;Payment Handled;2
st_step 86748_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-10 12:55:00+00:00;EMPLOYEE;declaration 86746;declaration 86746;budget 86566;declaration number 86747;158.50365787962664;2017-01-10 12:55:00+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86749_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-10 12:55:11+00:00;SUPERVISOR;declaration 86746;declaration 86746;budget 86566;declaration number 86747;158.50365787962664;2017-01-10 12:55:11+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86746_19;SYSTEM;Request Payment;2017-01-12 09:02:17+00:00;UNDEFINED;declaration 86746;declaration 86746;budget 86566;declaration number 86747;158.50365787962664;2017-01-12 09:02:17+00:00;2017;2017;Request Payment;2
dd_declaration 86746_20;SYSTEM;Payment Handled;2017-01-16 17:32:14+00:00;UNDEFINED;declaration 86746;declaration 86746;budget 86566;declaration number 86747;158.50365787962664;2017-01-16 17:32:14+00:00;2017;2017;Payment Handled;2
st_step 86755_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-10 14:09:02+00:00;EMPLOYEE;declaration 86752;declaration 86752;budget 86566;declaration number 86753;33.479724779377364;2017-01-10 14:09:02+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86754_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-10 14:10:16+00:00;SUPERVISOR;declaration 86752;declaration 86752;budget 86566;declaration number 86753;33.479724779377364;2017-01-10 14:10:16+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86752_19;SYSTEM;Request Payment;2017-01-25 10:31:00+00:00;UNDEFINED;declaration 86752;declaration 86752;budget 86566;declaration number 86753;33.479724779377364;2017-01-25 10:31:00+00:00;2017;2017;Request Payment;2
dd_declaration 86752_20;SYSTEM;Payment Handled;2017-01-30 17:31:35+00:00;UNDEFINED;declaration 86752;declaration 86752;budget 86566;declaration number 86753;33.479724779377364;2017-01-30 17:31:35+00:00;2017;2017;Payment Handled;2
st_step 86758_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-10 14:32:55+00:00;EMPLOYEE;declaration 86756;declaration 86756;budget 86566;declaration number 86757;44.37458105163963;2017-01-10 14:32:55+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86759_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-10 14:33:05+00:00;SUPERVISOR;declaration 86756;declaration 86756;budget 86566;declaration number 86757;44.37458105163963;2017-01-10 14:33:05+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86756_19;SYSTEM;Request Payment;2017-01-11 17:15:45+00:00;UNDEFINED;declaration 86756;declaration 86756;budget 86566;declaration number 86757;44.37458105163963;2017-01-11 17:15:45+00:00;2017;2017;Request Payment;2
dd_declaration 86756_20;SYSTEM;Payment Handled;2017-01-16 17:32:14+00:00;UNDEFINED;declaration 86756;declaration 86756;budget 86566;declaration number 86757;44.37458105163963;2017-01-16 17:32:14+00:00;2017;2017;Payment Handled;2
st_step 86834_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-10 14:35:50+00:00;EMPLOYEE;declaration 86832;declaration 86832;budget 86566;declaration number 86833;171.5248229111455;2017-01-10 14:35:50+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86835_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-10 14:35:54+00:00;SUPERVISOR;declaration 86832;declaration 86832;budget 86566;declaration number 86833;171.5248229111455;2017-01-10 14:35:54+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86832_19;SYSTEM;Request Payment;2017-01-11 17:16:15+00:00;UNDEFINED;declaration 86832;declaration 86832;budget 86566;declaration number 86833;171.5248229111455;2017-01-11 17:16:15+00:00;2017;2017;Request Payment;2
dd_declaration 86832_20;SYSTEM;Payment Handled;2017-01-16 17:32:14+00:00;UNDEFINED;declaration 86832;declaration 86832;budget 86566;declaration number 86833;171.5248229111455;2017-01-16 17:32:14+00:00;2017;2017;Payment Handled;2
st_step 86838_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-10 14:37:53+00:00;EMPLOYEE;declaration 86836;declaration 86836;budget 86566;declaration number 86837;24.747362509568255;2017-01-10 14:37:53+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86839_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-10 14:38:00+00:00;SUPERVISOR;declaration 86836;declaration 86836;budget 86566;declaration number 86837;24.747362509568255;2017-01-10 14:38:00+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86836_19;SYSTEM;Request Payment;2017-01-11 17:16:42+00:00;UNDEFINED;declaration 86836;declaration 86836;budget 86566;declaration number 86837;24.747362509568255;2017-01-11 17:16:42+00:00;2017;2017;Request Payment;2
dd_declaration 86836_20;SYSTEM;Payment Handled;2017-01-16 17:32:14+00:00;UNDEFINED;declaration 86836;declaration 86836;budget 86566;declaration number 86837;24.747362509568255;2017-01-16 17:32:14+00:00;2017;2017;Payment Handled;2
st_step 86762_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-10 17:16:10+00:00;EMPLOYEE;declaration 86760;declaration 86760;budget 86566;declaration number 86761;15.395727858142683;2017-01-10 17:16:10+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86763_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-10 17:18:15+00:00;SUPERVISOR;declaration 86760;declaration 86760;budget 86566;declaration number 86761;15.395727858142683;2017-01-10 17:18:15+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86760_19;SYSTEM;Request Payment;2017-01-12 10:07:05+00:00;UNDEFINED;declaration 86760;declaration 86760;budget 86566;declaration number 86761;15.395727858142683;2017-01-12 10:07:05+00:00;2017;2017;Request Payment;2
dd_declaration 86760_20;SYSTEM;Payment Handled;2017-01-16 17:32:14+00:00;UNDEFINED;declaration 86760;declaration 86760;budget 86566;declaration number 86761;15.395727858142683;2017-01-16 17:32:14+00:00;2017;2017;Payment Handled;2
st_step 86774_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-11 11:17:42+00:00;EMPLOYEE;declaration 86771;declaration 86771;budget 86566;declaration number 86772;95.70881157336484;2017-01-11 11:17:42+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86775_0;STAFF MEMBER;Declaration APPROVED by PRE_APPROVER;2017-01-11 11:17:48+00:00;PRE_APPROVER;declaration 86771;declaration 86771;budget 86566;declaration number 86772;95.70881157336484;2017-01-11 11:17:48+00:00;2017;2017;Declaration APPROVED by PRE_APPROVER;2
st_step 86773_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-11 15:47:37+00:00;SUPERVISOR;declaration 86771;declaration 86771;budget 86566;declaration number 86772;95.70881157336484;2017-01-11 15:47:37+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86771_19;SYSTEM;Request Payment;2017-01-11 17:17:49+00:00;UNDEFINED;declaration 86771;declaration 86771;budget 86566;declaration number 86772;95.70881157336484;2017-01-11 17:17:49+00:00;2017;2017;Request Payment;2
dd_declaration 86771_20;SYSTEM;Payment Handled;2017-01-16 17:32:14+00:00;UNDEFINED;declaration 86771;declaration 86771;budget 86566;declaration number 86772;95.70881157336484;2017-01-16 17:32:14+00:00;2017;2017;Payment Handled;2
st_step 86785_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-12 11:43:54+00:00;EMPLOYEE;declaration 86783;declaration 86783;budget 86566;declaration number 86784;50.11643728987284;2017-01-12 11:43:54+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86786_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-12 11:44:00+00:00;SUPERVISOR;declaration 86783;declaration 86783;budget 86566;declaration number 86784;50.11643728987284;2017-01-12 11:44:00+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86783_19;SYSTEM;Request Payment;2017-01-17 11:31:27+00:00;UNDEFINED;declaration 86783;declaration 86783;budget 86566;declaration number 86784;50.11643728987284;2017-01-17 11:31:27+00:00;2017;2017;Request Payment;2
dd_declaration 86783_20;SYSTEM;Payment Handled;2017-01-19 17:31:49+00:00;UNDEFINED;declaration 86783;declaration 86783;budget 86566;declaration number 86784;50.11643728987284;2017-01-19 17:31:49+00:00;2017;2017;Payment Handled;2
st_step 86850_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-12 15:54:04+00:00;EMPLOYEE;declaration 86847;declaration 86847;budget 86566;declaration number 86848;6.216376710699573;2017-01-12 15:54:04+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86849_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-12 16:22:34+00:00;SUPERVISOR;declaration 86847;declaration 86847;budget 86566;declaration number 86848;6.216376710699573;2017-01-12 16:22:34+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86847_19;SYSTEM;Request Payment;2017-01-19 15:16:37+00:00;UNDEFINED;declaration 86847;declaration 86847;budget 86566;declaration number 86848;6.216376710699573;2017-01-19 15:16:37+00:00;2017;2017;Request Payment;2
dd_declaration 86847_20;SYSTEM;Payment Handled;2017-01-23 17:32:00+00:00;UNDEFINED;declaration 86847;declaration 86847;budget 86566;declaration number 86848;6.216376710699573;2017-01-23 17:32:00+00:00;2017;2017;Payment Handled;2
st_step 86853_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-12 16:31:10+00:00;EMPLOYEE;declaration 86851;declaration 86851;budget 86566;declaration number 86852;154.58914224073771;2017-01-12 16:31:10+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86854_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-12 16:31:54+00:00;SUPERVISOR;declaration 86851;declaration 86851;budget 86566;declaration number 86852;154.58914224073771;2017-01-12 16:31:54+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86851_19;SYSTEM;Request Payment;2017-01-13 14:08:54+00:00;UNDEFINED;declaration 86851;declaration 86851;budget 86566;declaration number 86852;154.58914224073771;2017-01-13 14:08:54+00:00;2017;2017;Request Payment;2
dd_declaration 86851_20;SYSTEM;Payment Handled;2017-01-16 17:32:14+00:00;UNDEFINED;declaration 86851;declaration 86851;budget 86566;declaration number 86852;154.58914224073771;2017-01-16 17:32:14+00:00;2017;2017;Payment Handled;2
st_step 86574_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-12 16:36:54+00:00;EMPLOYEE;declaration 86572;declaration 86572;budget 86566;declaration number 86573;130.47890904722817;2017-01-12 16:36:54+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86575_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-12 16:37:25+00:00;SUPERVISOR;declaration 86572;declaration 86572;budget 86566;declaration number 86573;130.47890904722817;2017-01-12 16:37:25+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86572_19;SYSTEM;Request Payment;2017-01-13 14:07:43+00:00;UNDEFINED;declaration 86572;declaration 86572;budget 86566;declaration number 86573;130.47890904722817;2017-01-13 14:07:43+00:00;2017;2017;Request Payment;2
dd_declaration 86572_20;SYSTEM;Payment Handled;2017-01-16 17:32:14+00:00;UNDEFINED;declaration 86572;declaration 86572;budget 86566;declaration number 86573;130.47890904722817;2017-01-16 17:32:14+00:00;2017;2017;Payment Handled;2
st_step 86578_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-12 16:39:51+00:00;EMPLOYEE;declaration 86576;declaration 86576;budget 86566;declaration number 86577;581.4820946669951;2017-01-12 16:39:51+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86579_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-12 16:39:59+00:00;SUPERVISOR;declaration 86576;declaration 86576;budget 86566;declaration number 86577;581.4820946669951;2017-01-12 16:39:59+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86576_19;SYSTEM;Request Payment;2017-01-13 14:06:58+00:00;UNDEFINED;declaration 86576;declaration 86576;budget 86566;declaration number 86577;581.4820946669951;2017-01-13 14:06:58+00:00;2017;2017;Request Payment;2
dd_declaration 86576_20;SYSTEM;Payment Handled;2017-01-16 17:32:14+00:00;UNDEFINED;declaration 86576;declaration 86576;budget 86566;declaration number 86577;581.4820946669951;2017-01-16 17:32:14+00:00;2017;2017;Payment Handled;2
st_step 86857_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-12 16:51:35+00:00;EMPLOYEE;declaration 86855;declaration 86855;budget 86566;declaration number 86856;54.61612355264953;2017-01-12 16:51:35+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86858_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-12 16:51:49+00:00;SUPERVISOR;declaration 86855;declaration 86855;budget 86566;declaration number 86856;54.61612355264953;2017-01-12 16:51:49+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86855_19;SYSTEM;Request Payment;2017-01-16 09:54:32+00:00;UNDEFINED;declaration 86855;declaration 86855;budget 86566;declaration number 86856;54.61612355264953;2017-01-16 09:54:32+00:00;2017;2017;Request Payment;2
dd_declaration 86855_20;SYSTEM;Payment Handled;2017-01-19 17:31:49+00:00;UNDEFINED;declaration 86855;declaration 86855;budget 86566;declaration number 86856;54.61612355264953;2017-01-19 17:31:49+00:00;2017;2017;Payment Handled;2
st_step 86861_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-01-13 08:57:38+00:00;EMPLOYEE;declaration 86859;declaration 86859;budget 86566;declaration number 86860;21.696223612505655;2017-01-13 08:57:38+00:00;2017;2017;Declaration SUBMITTED by EMPLOYEE;2
st_step 86862_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-01-13 08:57:49+00:00;SUPERVISOR;declaration 86859;declaration 86859;budget 86566;declaration number 86860;21.696223612505655;2017-01-13 08:57:49+00:00;2017;2017;Declaration FINAL_APPROVED by SUPERVISOR;2
dd_declaration 86859_19;SYSTEM;Request Payment;2017-01-18 09:38:55+00:00;UNDEFINED;declaration 86859;declaration 86859;budget 86566;declaration number 86860;21.696223612505655;2017-01-18 09:38:55+00:00;2017;2017;Request Payment;2
