id;org:resource;concept:name;time:timestamp;org:role;case:id;case:concept:name;case:BudgetNumber;case:DeclarationNumber;case:Amount;start_timestamp;year;start_year;trace;cluster
st_step 101092_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-01-31 13:26:53+00:00;SUPERVISOR;declaration 101084;declaration 101084;budget 86566;declaration number 101085;15.330809422620286;2018-01-31 13:26:53+00:00;2018;2018;Declaration REJECTED by SUPERVISOR;7
st_step 101093_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-02-01 08:35:03+00:00;EMPLOYEE;declaration 101084;declaration 101084;budget 86566;declaration number 101085;15.330809422620286;2018-02-01 08:35:03+00:00;2018;2018;Declaration REJECTED by EMPLOYEE;7
st_step 101086_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-02-01 10:16:52+00:00;EMPLOYEE;declaration 101084;declaration 101084;budget 86566;declaration number 101085;15.330809422620286;2018-02-01 10:16:52+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 101089_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-02-01 10:17:03+00:00;ADMINISTRATION;declaration 101084;declaration 101084;budget 86566;declaration number 101085;15.330809422620286;2018-02-01 10:17:03+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 101088_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-02-01 16:13:24+00:00;BUDGET OWNER;declaration 101084;declaration 101084;budget 86566;declaration number 101085;15.330809422620286;2018-02-01 16:13:24+00:00;2018;2018;Declaration APPROVED by BUDGET OWNER;7
st_step 101087_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-08 05:15:43+00:00;SUPERVISOR;declaration 101084;declaration 101084;budget 86566;declaration number 101085;15.330809422620286;2018-02-08 05:15:43+00:00;2018;2018;Declaration FINAL_APPROVED by SUPERVISOR;7
dd_declaration 101084_19;SYSTEM;Request Payment;2018-02-08 07:55:22+00:00;UNDEFINED;declaration 101084;declaration 101084;budget 86566;declaration number 101085;15.330809422620286;2018-02-08 07:55:22+00:00;2018;2018;Request Payment;7
dd_declaration 101084_20;SYSTEM;Payment Handled;2018-02-12 17:31:20+00:00;UNDEFINED;declaration 101084;declaration 101084;budget 86566;declaration number 101085;15.330809422620286;2018-02-12 17:31:20+00:00;2018;2018;Payment Handled;7
st_step 100717_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-08 15:08:10+00:00;EMPLOYEE;declaration 100708;declaration 100708;budget 86566;declaration number 100709;560.2818928401521;2018-01-08 15:08:10+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 100716_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-08 15:08:15+00:00;ADMINISTRATION;declaration 100708;declaration 100708;budget 86566;declaration number 100709;560.2818928401521;2018-01-08 15:08:15+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 100715_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-01-09 07:58:16+00:00;SUPERVISOR;declaration 100708;declaration 100708;budget 86566;declaration number 100709;560.2818928401521;2018-01-09 07:58:16+00:00;2018;2018;Declaration REJECTED by SUPERVISOR;7
st_step 100714_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-01-11 08:26:41+00:00;EMPLOYEE;declaration 100708;declaration 100708;budget 86566;declaration number 100709;560.2818928401521;2018-01-11 08:26:41+00:00;2018;2018;Declaration REJECTED by EMPLOYEE;7
st_step 100713_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-11 08:42:51+00:00;EMPLOYEE;declaration 100708;declaration 100708;budget 86566;declaration number 100709;560.2818928401521;2018-01-11 08:42:51+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 100710_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-11 08:43:22+00:00;ADMINISTRATION;declaration 100708;declaration 100708;budget 86566;declaration number 100709;560.2818928401521;2018-01-11 08:43:22+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 100711_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-01-11 09:45:32+00:00;BUDGET OWNER;declaration 100708;declaration 100708;budget 86566;declaration number 100709;560.2818928401521;2018-01-11 09:45:32+00:00;2018;2018;Declaration APPROVED by BUDGET OWNER;7
st_step 100712_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-18 05:15:14+00:00;SUPERVISOR;declaration 100708;declaration 100708;budget 86566;declaration number 100709;560.2818928401521;2018-01-18 05:15:14+00:00;2018;2018;Declaration FINAL_APPROVED by SUPERVISOR;7
dd_declaration 100708_19;SYSTEM;Request Payment;2018-01-18 08:12:09+00:00;UNDEFINED;declaration 100708;declaration 100708;budget 86566;declaration number 100709;560.2818928401521;2018-01-18 08:12:09+00:00;2018;2018;Request Payment;7
dd_declaration 100708_20;SYSTEM;Payment Handled;2018-01-22 17:31:16+00:00;UNDEFINED;declaration 100708;declaration 100708;budget 86566;declaration number 100709;560.2818928401521;2018-01-22 17:31:16+00:00;2018;2018;Payment Handled;7
st_step 108709_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-09 12:37:32+00:00;EMPLOYEE;declaration 108703;declaration 108703;budget 86566;declaration number 108704;100.83474329131909;2018-01-09 12:37:32+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 108708_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-09 12:37:46+00:00;ADMINISTRATION;declaration 108703;declaration 108703;budget 86566;declaration number 108704;100.83474329131909;2018-01-09 12:37:46+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 108710_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-01-09 13:20:11+00:00;SUPERVISOR;declaration 108703;declaration 108703;budget 86566;declaration number 108704;100.83474329131909;2018-01-09 13:20:11+00:00;2018;2018;Declaration REJECTED by SUPERVISOR;7
st_step 108711_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-01-09 23:30:41+00:00;EMPLOYEE;declaration 108703;declaration 108703;budget 86566;declaration number 108704;100.83474329131909;2018-01-09 23:30:41+00:00;2018;2018;Declaration REJECTED by EMPLOYEE;7
st_step 108706_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-11 15:47:52+00:00;EMPLOYEE;declaration 108703;declaration 108703;budget 86566;declaration number 108704;100.83474329131909;2018-01-11 15:47:52+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 108705_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-11 15:47:59+00:00;ADMINISTRATION;declaration 108703;declaration 108703;budget 86566;declaration number 108704;100.83474329131909;2018-01-11 15:47:59+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 108707_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-15 08:20:38+00:00;SUPERVISOR;declaration 108703;declaration 108703;budget 86566;declaration number 108704;100.83474329131909;2018-01-15 08:20:38+00:00;2018;2018;Declaration FINAL_APPROVED by SUPERVISOR;7
dd_declaration 108703_19;SYSTEM;Request Payment;2018-01-18 15:06:05+00:00;UNDEFINED;declaration 108703;declaration 108703;budget 86566;declaration number 108704;100.83474329131909;2018-01-18 15:06:05+00:00;2018;2018;Request Payment;7
dd_declaration 108703_20;SYSTEM;Payment Handled;2018-01-22 17:31:16+00:00;UNDEFINED;declaration 108703;declaration 108703;budget 86566;declaration number 108704;100.83474329131909;2018-01-22 17:31:16+00:00;2018;2018;Payment Handled;7
st_step 104953_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-10 13:51:33+00:00;EMPLOYEE;declaration 104947;declaration 104947;budget 86566;declaration number 104948;43.26176893108104;2018-01-10 13:51:33+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 104954_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-10 14:35:57+00:00;ADMINISTRATION;declaration 104947;declaration 104947;budget 86566;declaration number 104948;43.26176893108104;2018-01-10 14:35:57+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 104956_0;STAFF MEMBER;Declaration REJECTED by BUDGET OWNER;2018-01-11 11:37:53+00:00;BUDGET OWNER;declaration 104947;declaration 104947;budget 86566;declaration number 104948;43.26176893108104;2018-01-11 11:37:53+00:00;2018;2018;Declaration REJECTED by BUDGET OWNER;7
st_step 104955_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-01-11 16:45:30+00:00;EMPLOYEE;declaration 104947;declaration 104947;budget 86566;declaration number 104948;43.26176893108104;2018-01-11 16:45:30+00:00;2018;2018;Declaration REJECTED by EMPLOYEE;7
st_step 104950_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-06-01 14:16:28+00:00;EMPLOYEE;declaration 104947;declaration 104947;budget 86566;declaration number 104948;43.26176893108104;2018-06-01 14:16:28+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 104949_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-06-01 14:16:31+00:00;ADMINISTRATION;declaration 104947;declaration 104947;budget 86566;declaration number 104948;43.26176893108104;2018-06-01 14:16:31+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 104952_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-06-01 14:43:47+00:00;BUDGET OWNER;declaration 104947;declaration 104947;budget 86566;declaration number 104948;43.26176893108104;2018-06-01 14:43:47+00:00;2018;2018;Declaration APPROVED by BUDGET OWNER;7
st_step 104951_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-06-05 10:42:03+00:00;SUPERVISOR;declaration 104947;declaration 104947;budget 86566;declaration number 104948;43.26176893108104;2018-06-05 10:42:03+00:00;2018;2018;Declaration FINAL_APPROVED by SUPERVISOR;7
dd_declaration 104947_19;SYSTEM;Request Payment;2018-06-05 15:36:41+00:00;UNDEFINED;declaration 104947;declaration 104947;budget 86566;declaration number 104948;43.26176893108104;2018-06-05 15:36:41+00:00;2018;2018;Request Payment;7
dd_declaration 104947_20;SYSTEM;Payment Handled;2018-06-07 17:31:35+00:00;UNDEFINED;declaration 104947;declaration 104947;budget 86566;declaration number 104948;43.26176893108104;2018-06-07 17:31:35+00:00;2018;2018;Payment Handled;7
st_step 105354_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-11 16:55:02+00:00;EMPLOYEE;declaration 105349;declaration 105349;budget 86566;declaration number 105350;48.26960018213785;2018-01-11 16:55:02+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 105356_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-11 16:57:39+00:00;ADMINISTRATION;declaration 105349;declaration 105349;budget 86566;declaration number 105350;48.26960018213785;2018-01-11 16:57:39+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 105357_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-01-15 08:21:38+00:00;SUPERVISOR;declaration 105349;declaration 105349;budget 86566;declaration number 105350;48.26960018213785;2018-01-15 08:21:38+00:00;2018;2018;Declaration REJECTED by SUPERVISOR;7
st_step 105355_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-01-15 20:26:23+00:00;EMPLOYEE;declaration 105349;declaration 105349;budget 86566;declaration number 105350;48.26960018213785;2018-01-15 20:26:23+00:00;2018;2018;Declaration REJECTED by EMPLOYEE;7
st_step 105353_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-16 11:15:47+00:00;EMPLOYEE;declaration 105349;declaration 105349;budget 86566;declaration number 105350;48.26960018213785;2018-01-16 11:15:47+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 105352_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-16 11:15:56+00:00;ADMINISTRATION;declaration 105349;declaration 105349;budget 86566;declaration number 105350;48.26960018213785;2018-01-16 11:15:56+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 105351_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-16 11:41:40+00:00;SUPERVISOR;declaration 105349;declaration 105349;budget 86566;declaration number 105350;48.26960018213785;2018-01-16 11:41:40+00:00;2018;2018;Declaration FINAL_APPROVED by SUPERVISOR;7
dd_declaration 105349_19;SYSTEM;Request Payment;2018-01-16 19:24:52+00:00;UNDEFINED;declaration 105349;declaration 105349;budget 86566;declaration number 105350;48.26960018213785;2018-01-16 19:24:52+00:00;2018;2018;Request Payment;7
dd_declaration 105349_20;SYSTEM;Payment Handled;2018-01-22 17:31:16+00:00;UNDEFINED;declaration 105349;declaration 105349;budget 86566;declaration number 105350;48.26960018213785;2018-01-22 17:31:16+00:00;2018;2018;Payment Handled;7
st_step 108737_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-14 16:52:33+00:00;EMPLOYEE;declaration 108729;declaration 108729;budget 86566;declaration number 108730;16.097439010415634;2018-01-14 16:52:33+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 108736_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-14 16:52:45+00:00;ADMINISTRATION;declaration 108729;declaration 108729;budget 86566;declaration number 108730;16.097439010415634;2018-01-14 16:52:45+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 108738_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-01-15 15:35:57+00:00;SUPERVISOR;declaration 108729;declaration 108729;budget 86566;declaration number 108730;16.097439010415634;2018-01-15 15:35:57+00:00;2018;2018;Declaration REJECTED by SUPERVISOR;7
st_step 108735_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-01-15 20:25:12+00:00;EMPLOYEE;declaration 108729;declaration 108729;budget 86566;declaration number 108730;16.097439010415634;2018-01-15 20:25:12+00:00;2018;2018;Declaration REJECTED by EMPLOYEE;7
st_step 108731_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-21 16:18:00+00:00;EMPLOYEE;declaration 108729;declaration 108729;budget 86566;declaration number 108730;16.097439010415634;2018-01-21 16:18:00+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 108732_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-21 16:18:15+00:00;ADMINISTRATION;declaration 108729;declaration 108729;budget 86566;declaration number 108730;16.097439010415634;2018-01-21 16:18:15+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 108734_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-01-23 08:51:43+00:00;BUDGET OWNER;declaration 108729;declaration 108729;budget 86566;declaration number 108730;16.097439010415634;2018-01-23 08:51:43+00:00;2018;2018;Declaration APPROVED by BUDGET OWNER;7
st_step 108733_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-23 17:27:27+00:00;SUPERVISOR;declaration 108729;declaration 108729;budget 86566;declaration number 108730;16.097439010415634;2018-01-23 17:27:27+00:00;2018;2018;Declaration FINAL_APPROVED by SUPERVISOR;7
dd_declaration 108729_19;SYSTEM;Request Payment;2018-01-25 07:51:23+00:00;UNDEFINED;declaration 108729;declaration 108729;budget 86566;declaration number 108730;16.097439010415634;2018-01-25 07:51:23+00:00;2018;2018;Request Payment;7
dd_declaration 108729_20;SYSTEM;Payment Handled;2018-01-29 17:31:10+00:00;UNDEFINED;declaration 108729;declaration 108729;budget 86566;declaration number 108730;16.097439010415634;2018-01-29 17:31:10+00:00;2018;2018;Payment Handled;7
st_step 100925_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-26 09:48:17+00:00;EMPLOYEE;declaration 100919;declaration 100919;budget 86566;declaration number 100920;87.59701167219632;2018-01-26 09:48:17+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 100926_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-26 09:55:08+00:00;ADMINISTRATION;declaration 100919;declaration 100919;budget 86566;declaration number 100920;87.59701167219632;2018-01-26 09:55:08+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 100924_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-01-29 08:18:43+00:00;SUPERVISOR;declaration 100919;declaration 100919;budget 86566;declaration number 100920;87.59701167219632;2018-01-29 08:18:43+00:00;2018;2018;Declaration REJECTED by SUPERVISOR;7
st_step 100927_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-02-13 14:32:36+00:00;EMPLOYEE;declaration 100919;declaration 100919;budget 86566;declaration number 100920;87.59701167219632;2018-02-13 14:32:36+00:00;2018;2018;Declaration REJECTED by EMPLOYEE;7
st_step 100922_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-02-18 21:55:35+00:00;EMPLOYEE;declaration 100919;declaration 100919;budget 86566;declaration number 100920;87.59701167219632;2018-02-18 21:55:35+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 100923_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-02-18 21:55:57+00:00;ADMINISTRATION;declaration 100919;declaration 100919;budget 86566;declaration number 100920;87.59701167219632;2018-02-18 21:55:57+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 100921_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-19 08:21:55+00:00;SUPERVISOR;declaration 100919;declaration 100919;budget 86566;declaration number 100920;87.59701167219632;2018-02-19 08:21:55+00:00;2018;2018;Declaration FINAL_APPROVED by SUPERVISOR;7
dd_declaration 100919_19;SYSTEM;Request Payment;2018-02-20 12:00:15+00:00;UNDEFINED;declaration 100919;declaration 100919;budget 86566;declaration number 100920;87.59701167219632;2018-02-20 12:00:15+00:00;2018;2018;Request Payment;7
dd_declaration 100919_20;SYSTEM;Payment Handled;2018-02-22 17:30:39+00:00;UNDEFINED;declaration 100919;declaration 100919;budget 86566;declaration number 100920;87.59701167219632;2018-02-22 17:30:39+00:00;2018;2018;Payment Handled;7
st_step 109717_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-29 09:13:34+00:00;EMPLOYEE;declaration 109708;declaration 109708;budget 86566;declaration number 109709;167.42450254498053;2018-01-29 09:13:34+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 109714_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-29 09:13:40+00:00;ADMINISTRATION;declaration 109708;declaration 109708;budget 86566;declaration number 109709;167.42450254498053;2018-01-29 09:13:40+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 109716_0;STAFF MEMBER;Declaration REJECTED by BUDGET OWNER;2018-02-05 15:00:31+00:00;BUDGET OWNER;declaration 109708;declaration 109708;budget 86566;declaration number 109709;167.42450254498053;2018-02-05 15:00:31+00:00;2018;2018;Declaration REJECTED by BUDGET OWNER;7
st_step 109715_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-02-06 14:35:56+00:00;EMPLOYEE;declaration 109708;declaration 109708;budget 86566;declaration number 109709;167.42450254498053;2018-02-06 14:35:56+00:00;2018;2018;Declaration REJECTED by EMPLOYEE;7
st_step 109712_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-02-06 16:27:08+00:00;EMPLOYEE;declaration 109708;declaration 109708;budget 86566;declaration number 109709;167.42450254498053;2018-02-06 16:27:08+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 109713_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-02-06 16:27:11+00:00;ADMINISTRATION;declaration 109708;declaration 109708;budget 86566;declaration number 109709;167.42450254498053;2018-02-06 16:27:11+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 109710_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-02-07 07:30:26+00:00;BUDGET OWNER;declaration 109708;declaration 109708;budget 86566;declaration number 109709;167.42450254498053;2018-02-07 07:30:26+00:00;2018;2018;Declaration APPROVED by BUDGET OWNER;7
st_step 109711_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-14 05:15:31+00:00;SUPERVISOR;declaration 109708;declaration 109708;budget 86566;declaration number 109709;167.42450254498053;2018-02-14 05:15:31+00:00;2018;2018;Declaration FINAL_APPROVED by SUPERVISOR;7
dd_declaration 109708_19;SYSTEM;Request Payment;2018-02-16 08:47:49+00:00;UNDEFINED;declaration 109708;declaration 109708;budget 86566;declaration number 109709;167.42450254498053;2018-02-16 08:47:49+00:00;2018;2018;Request Payment;7
dd_declaration 109708_20;SYSTEM;Payment Handled;2018-02-19 17:31:31+00:00;UNDEFINED;declaration 109708;declaration 109708;budget 86566;declaration number 109709;167.42450254498053;2018-02-19 17:31:31+00:00;2018;2018;Payment Handled;7
st_step 101667_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-30 23:01:49+00:00;EMPLOYEE;declaration 101661;declaration 101661;budget 86566;declaration number 101662;285.8943993323603;2018-01-30 23:01:49+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 101668_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-30 23:02:35+00:00;ADMINISTRATION;declaration 101661;declaration 101661;budget 86566;declaration number 101662;285.8943993323603;2018-01-30 23:02:35+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 101670_0;STAFF MEMBER;Declaration REJECTED by BUDGET OWNER;2018-01-31 13:24:27+00:00;BUDGET OWNER;declaration 101661;declaration 101661;budget 86566;declaration number 101662;285.8943993323603;2018-01-31 13:24:27+00:00;2018;2018;Declaration REJECTED by BUDGET OWNER;7
st_step 101669_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-02-01 09:37:06+00:00;EMPLOYEE;declaration 101661;declaration 101661;budget 86566;declaration number 101662;285.8943993323603;2018-02-01 09:37:06+00:00;2018;2018;Declaration REJECTED by EMPLOYEE;7
st_step 101665_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-02-01 10:04:04+00:00;EMPLOYEE;declaration 101661;declaration 101661;budget 86566;declaration number 101662;285.8943993323603;2018-02-01 10:04:04+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 101663_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-02-01 10:05:35+00:00;ADMINISTRATION;declaration 101661;declaration 101661;budget 86566;declaration number 101662;285.8943993323603;2018-02-01 10:05:35+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
st_step 101666_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-02-01 13:40:59+00:00;BUDGET OWNER;declaration 101661;declaration 101661;budget 86566;declaration number 101662;285.8943993323603;2018-02-01 13:40:59+00:00;2018;2018;Declaration APPROVED by BUDGET OWNER;7
st_step 101664_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-08 05:15:43+00:00;SUPERVISOR;declaration 101661;declaration 101661;budget 86566;declaration number 101662;285.8943993323603;2018-02-08 05:15:43+00:00;2018;2018;Declaration FINAL_APPROVED by SUPERVISOR;7
dd_declaration 101661_19;SYSTEM;Request Payment;2018-02-08 09:50:37+00:00;UNDEFINED;declaration 101661;declaration 101661;budget 86566;declaration number 101662;285.8943993323603;2018-02-08 09:50:37+00:00;2018;2018;Request Payment;7
dd_declaration 101661_20;SYSTEM;Payment Handled;2018-02-12 17:31:20+00:00;UNDEFINED;declaration 101661;declaration 101661;budget 86566;declaration number 101662;285.8943993323603;2018-02-12 17:31:20+00:00;2018;2018;Payment Handled;7
st_step 105522_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-31 14:59:34+00:00;EMPLOYEE;declaration 105515;declaration 105515;budget 86566;declaration number 105516;28.268043904335943;2018-01-31 14:59:34+00:00;2018;2018;Declaration SUBMITTED by EMPLOYEE;7
st_step 105521_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-31 14:59:38+00:00;ADMINISTRATION;declaration 105515;declaration 105515;budget 86566;declaration number 105516;28.268043904335943;2018-01-31 14:59:38+00:00;2018;2018;Declaration APPROVED by ADMINISTRATION;7
